Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
5217.3,6.241e+0,,,2.571e-1,,,5.984e+0,1.390e-6,
5219.2,6.280e+0,,,2.287e-1,,,6.051e+0,6.932e-7,
5221.2,6.277e+0,,,1.987e-1,,,6.078e+0,3.267e-7,
5223.1,6.224e+0,,,1.709e-1,,,6.053e+0,1.569e-7,
5225,6.118e+0,,,1.446e-1,,,5.973e+0,7.396e-8,
5226.9,5.959e+0,,,1.203e-1,,,5.839e+0,3.424e-8,
5228.8,5.755e+0,,,9.848e-2,,,5.657e+0,1.556e-8,
5230.8,5.501e+0,,,7.832e-2,,,5.423e+0,6.650e-9,
5232.7,5.235e+0,,,6.193e-2,,,5.173e+0,2.910e-9,
5234.6,4.959e+0,,,4.815e-2,,,4.911e+0,1.251e-9,
5236.5,4.686e+0,,,3.681e-2,,,4.650e+0,5.275e-10,
5238.5,4.414e+0,,,2.724e-2,,,4.387e+0,2.085e-10,
5240.4,4.177e+0,,,2.011e-2,,,4.157e+0,8.469e-11,
5242.3,3.967e+0,,,1.460e-2,,,3.952e+0,3.378e-11,
5244.2,3.783e+0,,,1.041e-2,,,3.773e+0,1.323e-11,
5246.2,3.615e+0,,,7.166e-3,,,3.608e+0,4.833e-12,
5248.1,3.474e+0,,,4.936e-3,,,3.469e+0,1.822e-12,
5250,3.343e+0,,,3.342e-3,,,3.340e+0,6.746e-13,
5251.9,3.215e+0,,,2.225e-3,,,3.213e+0,2.452e-13,
5253.8,3.082e+0,,,1.455e-3,,,3.081e+0,8.749e-14,
5255.8,2.930e+0,,,9.141e-4,,,2.929e+0,2.899e-14,
5257.7,2.770e+0,,,5.777e-4,,,2.769e+0,9.961e-15,
5259.6,2.592e+0,,,3.596e-4,,,2.592e+0,3.360e-15,
5261.5,2.398e+0,,,2.214e-4,,,2.397e+0,1.113e-15,
5263.5,2.178e+0,,,1.333e-4,,,2.178e+0,3.323e-16,
5265.4,1.959e+0,,,8.591e-5,,,1.959e+0,1.061e-16,
5267.3,1.736e+0,,,6.330e-5,,,1.736e+0,,
5269.2,1.514e+0,,,6.033e-5,,,1.514e+0,,
5271.2,1.288e+0,,,7.802e-5,,,1.288e+0,,
5273.1,1.087e+0,,,1.191e-4,,,1.087e+0,,
5275,9.014e-1,,,1.940e-4,,,9.012e-1,,
5276.9,7.351e-1,,,3.199e-4,,,7.347e-1,,
5278.8,5.893e-1,,,5.236e-4,,,5.888e-1,,
5280.8,4.586e-1,,,8.667e-4,,,4.578e-1,,
5282.7,3.554e-1,,,1.377e-3,,,3.540e-1,,
5284.6,2.711e-1,,,2.151e-3,,,2.690e-1,,
5286.5,2.042e-1,,,3.307e-3,,,2.009e-1,,
5288.5,1.500e-1,,,5.108e-3,,,1.449e-1,,
5290.4,1.120e-1,,,7.591e-3,,,1.044e-1,,
5292.3,8.495e-2,,,1.110e-2,,,7.385e-2,,
5294.2,6.731e-2,,,1.597e-2,,,5.135e-2,,
5296.2,5.737e-2,,,2.301e-2,,,3.436e-2,,
5298.1,5.506e-2,,,3.202e-2,,,2.304e-2,,
5300,5.903e-2,,,4.385e-2,,,1.518e-2,,
5301.9,6.893e-2,,,5.910e-2,,,9.824e-3,,
5303.8,8.465e-2,,,7.840e-2,,,6.247e-3,,
5305.8,1.076e-1,,,1.038e-1,,,3.806e-3,,
5307.7,1.356e-1,,,1.333e-1,,,2.334e-3,,
5309.6,1.700e-1,,,1.686e-1,,,1.406e-3,,
5311.5,2.107e-1,,,2.099e-1,,,8.324e-4,,
5313.5,2.604e-1,,,2.600e-1,,,4.702e-4,,
5315.4,3.139e-1,,,3.136e-1,,,2.684e-4,,
5317.3,3.728e-1,,,3.726e-1,,,1.506e-4,,
5319.2,4.362e-1,,,4.361e-1,,,8.296e-5,,
5321.2,5.064e-1,,,5.063e-1,,,4.346e-5,,
5323.1,5.746e-1,,,5.746e-1,,,2.310e-5,,
5325,6.424e-1,,,6.424e-1,,,1.206e-5,,
5326.9,7.076e-1,,,7.076e-1,,,6.186e-6,,
5328.8,7.680e-1,,,7.680e-1,,,3.120e-6,,
5330.8,8.239e-1,,,8.239e-1,,,1.493e-6,,
5332.7,8.676e-1,,,8.676e-1,,,7.381e-7,,
5334.6,9.003e-1,,,9.003e-1,,,3.794e-7,,
5336.5,9.206e-1,,,9.206e-1,,,2.358e-7,,
5338.5,9.277e-1,,,9.277e-1,,,2.339e-7,,
5340.4,9.204e-1,,,9.204e-1,,,3.689e-7,,
5342.3,8.999e-1,,,8.999e-1,,,7.006e-7,,
5344.2,8.669e-1,,,8.669e-1,,,1.382e-6,,
5346.2,8.203e-1,,,8.203e-1,,,2.814e-6,,
5348.1,7.666e-1,,,7.666e-1,,,5.449e-6,,
5350,7.058e-1,,,7.057e-1,,,1.039e-5,,
5351.9,6.401e-1,,,6.401e-1,,,1.947e-5,,
5353.8,5.719e-1,,,5.719e-1,,,3.590e-5,,
5355.8,4.997e-1,,,4.996e-1,,,6.715e-5,,
5357.7,4.328e-1,,,4.327e-1,,,1.197e-4,,
5359.6,3.692e-1,,,3.690e-1,,,2.098e-4,,
5361.5,3.102e-1,,,3.099e-1,,,3.617e-4,,
5363.5,2.542e-1,,,2.536e-1,,,6.302e-4,,
5365.4,2.073e-1,,,2.063e-1,,,1.050e-3,,
5367.3,1.669e-1,,,1.652e-1,,,1.721e-3,,
5369.2,1.330e-1,,,1.302e-1,,,2.774e-3,,
5371.2,1.041e-1,,,9.963e-2,,,4.503e-3,,
5373.1,8.303e-2,,,7.602e-2,,,7.016e-3,,
5375,6.783e-2,,,5.708e-2,,,1.075e-2,,
5376.9,5.837e-2,,,4.217e-2,,,1.620e-2,,
5378.8,5.467e-2,,,3.066e-2,,,2.401e-2,,
5380.8,5.723e-2,,,2.154e-2,,,3.569e-2,,
5382.7,6.627e-2,,,1.515e-2,,,5.112e-2,,
5384.6,8.251e-2,,,1.048e-2,,,7.203e-2,,
5386.5,1.070e-1,,,7.133e-3,,,9.982e-2,,
5388.5,1.429e-1,,,4.673e-3,,,1.382e-1,,
5390.4,1.882e-1,,,3.075e-3,,,1.851e-1,,
5392.3,2.459e-1,,,1.990e-3,,,2.439e-1,,
5394.2,3.172e-1,,,1.267e-3,,,3.160e-1,,
5396.2,4.084e-1,,,7.735e-4,,,4.076e-1,,
5398.1,5.109e-1,,,4.758e-4,,,5.104e-1,,
5400,6.290e-1,,,2.879e-4,,,6.287e-1,,
5401.9,7.617e-1,,,1.713e-4,,,7.615e-1,,
5403.8,9.074e-1,,,1.002e-4,,,9.073e-1,,
5405.8,1.072e+0,,,5.600e-5,,,1.072e+0,,
5407.7,1.234e+0,,,3.166e-5,,,1.234e+0,,
5409.6,1.398e+0,,,1.760e-5,,,1.398e+0,,
5411.5,1.557e+0,,,9.622e-6,,,1.557e+0,,
5413.5,1.713e+0,,,5.004e-6,,,1.713e+0,,
5415.4,1.844e+0,,,2.642e-6,,,1.844e+0,,
5417.3,1.953e+0,,,1.372e-6,,,1.953e+0,,
5419.2,2.034e+0,,,7.006e-7,,,2.034e+0,,
5421.2,2.085e+0,,,3.391e-7,,,2.085e+0,,
5423.1,2.099e+0,,,1.672e-7,,,2.099e+0,,
5425,2.078e+0,,,8.109e-8,,,2.078e+0,,
5426.9,2.023e+0,,,3.867e-8,,,2.023e+0,,
5428.8,1.938e+0,,,1.813e-8,,,1.938e+0,,
5430.8,1.819e+0,,,8.018e-9,,,1.819e+0,,
5432.7,1.684e+0,,,3.630e-9,,,1.684e+0,,
5434.6,1.534e+0,,,1.616e-9,,,1.534e+0,,
5436.5,1.375e+0,,,7.075e-10,,,1.375e+0,,
5438.5,1.204e+0,,,2.911e-10,,,1.204e+0,,
5440.4,1.046e+0,,,1.231e-10,,,1.046e+0,,
5442.3,8.957e-1,,,5.115e-11,,,8.957e-1,,
5444.2,7.589e-1,,,2.091e-11,,,7.589e-1,,
5446.2,6.332e-1,,,8.008e-12,,,6.332e-1,,
5448.1,5.346e-1,,,3.173e-12,,,5.346e-1,,
5450,4.590e-1,,,1.265e-12,,,4.590e-1,,
5451.9,4.093e-1,,,5.692e-13,,,4.093e-1,,
5453.8,3.882e-1,,,4.318e-13,,,3.882e-1,,
5455.8,4.009e-1,,,7.285e-13,,,4.009e-1,,
5457.7,4.503e-1,,,1.651e-12,,,4.503e-1,,
5459.6,5.414e-1,,,3.921e-12,,,5.414e-1,,
5461.5,6.803e-1,,,9.256e-12,,,6.803e-1,,
5463.5,8.857e-1,,,2.251e-11,,,8.857e-1,,
5465.4,1.145e+0,,,5.155e-11,,,1.145e+0,,
5467.3,1.474e+0,,,1.162e-10,,,1.474e+0,,
5469.2,1.880e+0,,,2.578e-10,,,1.880e+0,,
5471.2,2.396e+0,,,5.863e-10,,,2.396e+0,,
5473.1,2.974e+0,,,1.259e-9,,,2.974e+0,,
5475,3.637e+0,,,2.663e-9,,,3.637e+0,,
5476.9,4.380e+0,,,5.543e-9,,,4.380e+0,,
5478.8,5.192e+0,,,1.136e-8,,,5.192e+0,,
5480.8,6.107e+0,,,2.375e-8,,,6.107e+0,,
5482.7,7.011e+0,,,4.711e-8,,,7.011e+0,,
5484.6,7.924e+0,,,9.199e-8,,,7.924e+0,,
5486.5,8.817e+0,,,1.768e-7,,,8.817e+0,,
5488.5,9.700e+0,,,3.458e-7,,,9.700e+0,,
5490.4,1.045e+1,,,6.434e-7,,,1.045e+1,,
5492.3,1.109e+1,,,1.179e-6,,,1.109e+1,,
5494.2,1.158e+1,,,2.125e-6,,,1.158e+1,,
5496.2,1.193e+1,,,3.886e-6,,,1.193e+1,,
5498.1,1.207e+1,,,6.783e-6,,,1.207e+1,,
5500,1.203e+1,,,1.166e-5,,,1.203e+1,,
5501.9,1.181e+1,,,1.971e-5,,,1.181e+1,,
5503.8,1.141e+1,,,3.282e-5,,,1.141e+1,,
5505.8,1.084e+1,,,5.519e-5,,,1.084e+1,,
5507.7,1.016e+1,,,8.897e-5,,,1.016e+1,,
5509.6,9.384e+0,,,1.412e-4,,,9.384e+0,,
5511.5,8.545e+0,,,2.205e-4,,,8.545e+0,,
5513.5,7.627e+0,,,3.467e-4,,,7.627e+0,,
5515.4,6.755e+0,,,5.242e-4,,,6.754e+0,,
5517.3,5.912e+0,,,7.804e-4,,,5.911e+0,,
5519.2,5.122e+0,,,1.143e-3,,,5.121e+0,,
5521.2,4.371e+0,,,1.681e-3,,,4.369e+0,,
5523.1,3.751e+0,,,2.384e-3,,,3.748e+0,,
5525,3.233e+0,,,3.330e-3,,,3.230e+0,,
5526.9,2.825e+0,,,4.577e-3,,,2.821e+0,,
5528.8,2.532e+0,,,6.193e-3,,,2.526e+0,,
5530.8,2.347e+0,,,8.371e-3,,,2.339e+0,,
5532.7,2.289e+0,,,1.097e-2,,,2.278e+0,,
5534.6,2.340e+0,,,1.414e-2,,,2.326e+0,,
5536.5,2.495e+0,,,1.795e-2,,,2.477e+0,,
5538.5,2.763e+0,,,2.269e-2,,,2.740e+0,,
5540.4,3.106e+0,,,2.788e-2,,,3.078e+0,,
5542.3,3.524e+0,,,3.373e-2,,,3.491e+0,,
5544.2,4.004e+0,,,4.016e-2,,,3.964e+0,,
5546.2,4.559e+0,,,4.745e-2,,,4.512e+0,,
5548.1,5.116e+0,,,5.471e-2,,,5.061e+0,,
5550,5.683e+0,,,6.209e-2,,,5.621e+0,,
5551.9,6.241e+0,,,6.936e-2,,,6.172e+0,,
5553.8,6.771e+0,,,7.627e-2,,,6.695e+0,,
5555.8,7.280e+0,,,8.287e-2,,,7.197e+0,,
5557.7,7.700e+0,,,8.823e-2,,,7.612e+0,,
5559.6,8.045e+0,,,9.246e-2,,,7.952e+0,,
5561.5,8.305e+0,,,9.539e-2,,,8.210e+0,,
5563.5,8.482e+0,,,9.690e-2,,,8.385e+0,,
5565.4,8.558e+0,,,9.678e-2,,,8.461e+0,,
5567.3,8.547e+0,,,9.514e-2,,,8.452e+0,,
5569.2,8.459e+0,,,9.208e-2,,,8.367e+0,,
5571.2,8.297e+0,,,8.745e-2,,,8.210e+0,,
5573.1,8.093e+0,,,8.194e-2,,,8.011e+0,,
5575,7.858e+0,,,7.557e-2,,,7.782e+0,,
5576.9,7.610e+0,,,6.861e-2,,,7.542e+0,,
5578.8,7.369e+0,,,6.131e-2,,,7.307e+0,,
5580.8,7.139e+0,,,5.355e-2,,,7.086e+0,,
5582.7,6.959e+0,,,4.633e-2,,,6.913e+0,,
5584.6,6.827e+0,,,3.946e-2,,,6.788e+0,,
5586.5,6.749e+0,,,3.309e-2,,,6.716e+0,,
5588.5,6.726e+0,,,2.702e-2,,,6.699e+0,,
5590.4,6.757e+0,,,2.194e-2,,,6.735e+0,,
5592.3,6.832e+0,,,1.754e-2,,,6.814e+0,,
5594.2,6.937e+0,,,1.381e-2,,,6.924e+0,,
5596.2,7.066e+0,,,1.058e-2,,,7.056e+0,,
5598.1,7.187e+0,,,8.108e-3,,,7.179e+0,,
5600,7.289e+0,,,6.161e-3,,,7.283e+0,,
5601.9,7.356e+0,,,4.678e-3,,,7.351e+0,,
5603.8,7.372e+0,,,3.604e-3,,,7.368e+0,,
5605.8,7.322e+0,,,2.866e-3,,,7.320e+0,,
5607.7,7.205e+0,,,2.506e-3,,,7.203e+0,,
5609.6,7.017e+0,,,2.465e-3,,,7.014e+0,,
5611.5,6.759e+0,,,2.751e-3,,,6.756e+0,,
5613.5,6.422e+0,,,3.437e-3,,,6.418e+0,,
5615.4,6.049e+0,,,4.509e-3,,,6.045e+0,,
5617.3,5.640e+0,,,6.065e-3,,,5.634e+0,,
5619.2,5.211e+0,,,8.202e-3,,,5.203e+0,,
5621.2,4.757e+0,,,1.120e-2,,,4.745e+0,,
5623.1,4.339e+0,,,1.490e-2,,,4.324e+0,,
5625,3.950e+0,,,1.957e-2,,,3.930e+0,,
5626.9,3.602e+0,,,2.533e-2,,,3.577e+0,,
5628.8,3.306e+0,,,3.231e-2,,,3.273e+0,,
5630.8,3.055e+0,,,4.107e-2,,,3.014e+0,,
5632.7,2.879e+0,,,5.080e-2,,,2.828e+0,,
5634.6,2.760e+0,,,6.189e-2,,,2.698e+0,,
5636.5,2.695e+0,,,7.428e-2,,,2.620e+0,,
5638.5,2.675e+0,,,8.855e-2,,,2.587e+0,,
5640.4,2.694e+0,,,1.030e-1,,,2.590e+0,,
5642.3,2.736e+0,,,1.181e-1,,,2.618e+0,,
5644.2,2.792e+0,,,1.335e-1,,,2.659e+0,,
5646.2,2.852e+0,,,1.494e-1,,,2.703e+0,,
5648.1,2.900e+0,,,1.637e-1,,,2.736e+0,,
5650,2.929e+0,,,1.770e-1,,,2.752e+0,,
5651.9,2.933e+0,,,1.887e-1,,,2.745e+0,,
5653.8,2.908e+0,,,1.984e-1,,,2.710e+0,,
5655.8,2.849e+0,,,2.062e-1,,,2.642e+0,,
5657.7,2.761e+0,,,2.112e-1,,,2.550e+0,,
5659.6,2.647e+0,,,2.138e-1,,,2.433e+0,,
5661.5,2.512e+0,,,2.141e-1,,,2.298e+0,,
5663.5,2.355e+0,,,2.122e-1,,,2.143e+0,,
5665.4,2.200e+0,,,2.086e-1,,,1.991e+0,,
5667.3,2.047e+0,,,2.037e-1,,,1.843e+0,,
5669.2,1.906e+0,,,1.980e-1,,,1.708e+0,,
5671.2,1.777e+0,,,1.914e-1,,,1.586e+0,,
5673.1,1.682e+0,,,1.853e-1,,,1.497e+0,,
5675,1.617e+0,,,1.794e-1,,,1.438e+0,,
5676.9,1.587e+0,,,1.741e-1,,,1.413e+0,,
5678.8,1.593e+0,,,1.696e-1,,,1.423e+0,,
5680.8,1.637e+0,,,1.656e-1,,,1.471e+0,,
5682.7,1.713e+0,,,1.626e-1,,,1.550e+0,,
5684.6,1.817e+0,,,1.602e-1,,,1.657e+0,,
5686.5,1.945e+0,,,1.582e-1,,,1.786e+0,,
5688.5,2.096e+0,,,1.565e-1,,,1.940e+0,,
5690.4,2.248e+0,,,1.550e-1,,,2.093e+0,,
5692.3,2.401e+0,,,1.535e-1,,,2.248e+0,,
5694.2,2.546e+0,,,1.519e-1,,,2.394e+0,,
5696.2,2.683e+0,,,1.501e-1,,,2.533e+0,,
5698.1,2.792e+0,,,1.484e-1,,,2.643e+0,,
5700,2.876e+0,,,1.467e-1,,,2.729e+0,,
5701.9,2.932e+0,,,1.452e-1,,,2.787e+0,,
5703.8,2.961e+0,,,1.441e-1,,,2.817e+0,,
5705.8,2.964e+0,,,1.435e-1,,,2.820e+0,,
5707.7,2.944e+0,,,1.439e-1,,,2.800e+0,,
5709.6,2.908e+0,,,1.453e-1,,,2.763e+0,,
5711.5,2.863e+0,,,1.481e-1,,,2.715e+0,,
5713.5,2.813e+0,,,1.528e-1,,,2.660e+0,,
5715.4,2.771e+0,,,1.594e-1,,,2.612e+0,,
5717.3,2.741e+0,,,1.684e-1,,,2.573e+0,,
5719.2,2.730e+0,,,1.804e-1,,,2.549e+0,,
5721.2,2.742e+0,,,1.967e-1,,,2.545e+0,,
5723.1,2.778e+0,,,2.165e-1,,,2.562e+0,,
5725,2.839e+0,,,2.412e-1,,,2.598e+0,,
5726.9,2.922e+0,,,2.715e-1,,,2.651e+0,,
5728.8,3.024e+0,,,3.081e-1,,,2.715e+0,,
5730.8,3.145e+0,,,3.544e-1,,,2.790e+0,,
5732.7,3.266e+0,,,4.064e-1,,,2.860e+0,,
5734.6,3.386e+0,,,4.666e-1,,,2.920e+0,,
5736.5,3.499e+0,,,5.353e-1,,,2.964e+0,,
5738.5,3.601e+0,,,6.167e-1,,,2.985e+0,,
5740.4,3.678e+0,,,7.023e-1,,,2.976e+0,,
5742.3,3.730e+0,5.097e-14,,7.951e-1,,,2.935e+0,,
5744.2,3.754e+0,1.381e-13,,8.937e-1,,,2.860e+0,,
5746.2,3.749e+0,3.883e-13,,1.002e+0,,,2.747e+0,,
5748.1,3.714e+0,1.022e-12,,1.107e+0,,,2.608e+0,,
5750,3.653e+0,2.652e-12,,1.210e+0,,,2.442e+0,,
5751.9,3.566e+0,6.785e-12,,1.311e+0,,,2.256e+0,,
5753.8,3.458e+0,1.711e-11,,1.404e+0,,,2.054e+0,,
5755.8,3.324e+0,4.464e-11,,1.491e+0,,,1.833e+0,,
5757.7,3.182e+0,1.094e-10,,1.561e+0,,,1.621e+0,,
5759.6,3.027e+0,2.643e-10,,1.614e+0,,,1.413e+0,,
5761.5,2.864e+0,6.296e-10,,1.650e+0,,,1.213e+0,,
5763.5,2.684e+0,1.546e-9,,1.667e+0,,,1.018e+0,,
5765.4,2.510e+0,3.578e-9,,1.662e+0,,,8.481e-1,,
5767.3,2.333e+0,8.163e-9,,1.637e+0,,,6.965e-1,,
5769.2,2.157e+0,1.836e-8,,1.593e+0,,,5.637e-1,,
5771.2,1.973e+0,4.246e-8,,1.528e+0,,,4.442e-1,,
5773.1,1.802e+0,9.279e-8,,1.453e+0,,,3.490e-1,,
5775,1.636e+0,1.999e-7,,1.366e+0,,,2.705e-1,,
5776.9,1.479e+0,4.247e-7,,1.272e+0,,,2.070e-1,,
5778.8,1.332e+0,8.896e-7,,1.175e+0,,,1.568e-1,,
5780.8,1.190e+0,1.908e-6,,1.073e+0,,,1.163e-1,,
5782.7,1.070e+0,3.882e-6,,9.818e-1,,,8.784e-2,,
5784.6,9.658e-1,7.789e-6,,8.981e-1,,,6.769e-2,,
5786.5,8.797e-1,1.541e-5,,8.250e-1,,,5.467e-2,,
5788.5,8.097e-1,3.111e-5,,7.620e-1,,,4.770e-2,,
5790.4,7.639e-1,5.978e-5,,7.169e-1,,,4.690e-2,,
5792.3,7.388e-1,1.133e-4,,6.871e-1,,,5.155e-2,,
5794.2,7.346e-1,2.115e-4,,6.726e-1,,,6.173e-2,,
5796.2,7.527e-1,4.022e-4,,6.735e-1,,,7.880e-2,,
5798.1,7.911e-1,7.298e-4,,6.887e-1,,,1.016e-1,,
5800,8.497e-1,1.306e-3,,7.166e-1,,,1.317e-1,,
5801.9,9.279e-1,2.303e-3,,7.557e-1,,,1.699e-1,,
5803.8,1.025e+0,4.006e-3,,8.043e-1,,,2.171e-1,,
5805.8,1.148e+0,7.065e-3,,8.639e-1,,,2.772e-1,,
5807.7,1.284e+0,1.194e-2,,9.272e-1,,,3.451e-1,,
5809.6,1.439e+0,1.988e-2,,9.958e-1,,,4.236e-1,,
5811.5,1.614e+0,3.266e-2,,1.069e+0,,,5.127e-1,,
5813.5,1.823e+0,5.423e-2,,1.151e+0,,,6.174e-1,,
5815.4,2.046e+0,8.652e-2,,1.234e+0,,,7.258e-1,,
5817.3,2.301e+0,1.361e-1,,1.324e+0,,,8.411e-1,,
5819.2,2.593e+0,2.111e-1,,1.421e+0,,,9.610e-1,,
5821.2,2.953e+0,3.300e-1,,1.534e+0,,,1.089e+0,,
5823.1,3.361e+0,4.973e-1,,1.655e+0,,,1.208e+0,,
5825,3.852e+0,7.387e-1,,1.792e+0,,,1.321e+0,,
5826.9,4.454e+0,1.082e+0,,1.947e+0,,,1.425e+0,,
5828.8,5.200e+0,1.563e+0,,2.123e+0,,,1.515e+0,,
5830.8,6.189e+0,2.266e+0,,2.331e+0,,,1.592e+0,,
5832.7,7.375e+0,3.179e+0,,2.551e+0,,,1.645e+0,,
5834.6,8.865e+0,4.397e+0,,2.792e+0,,,1.676e+0,,
5836.5,1.073e+1,5.997e+0,,3.050e+0,,,1.686e+0,,
5838.5,1.320e+1,8.188e+0,,3.337e+0,,,1.674e+0,,
5840.4,1.611e+1,1.085e+1,,3.619e+0,,,1.641e+0,,
5842.3,1.966e+1,1.417e+1,,3.902e+0,,,1.593e+0,,
5844.2,2.396e+1,1.825e+1,,4.179e+0,,,1.531e+0,,
5846.2,2.937e+1,2.346e+1,,4.456e+0,,,1.459e+0,,
5848.1,3.544e+1,2.935e+1,,4.698e+0,,,1.388e+0,,
5850,4.244e+1,3.621e+1,,4.914e+0,,,1.322e+0,,
5851.9,5.040e+1,4.404e+1,,5.098e+0,,,1.267e+0,,
5853.8,5.929e+1,5.281e+1,,5.248e+0,,,1.231e+0,,
5855.8,6.955e+1,6.297e+1,,5.366e+0,,,1.218e+0,,
5857.7,8.003e+1,7.335e+1,,5.442e+0,,,1.236e+0,,
5859.6,9.102e+1,8.425e+1,,5.485e+0,,,1.289e+0,,
5861.5,1.023e+2,9.541e+1,,5.498e+0,,,1.381e+0,,
5863.5,1.141e+2,1.071e+2,,5.485e+0,,,1.520e+0,,
5865.4,1.250e+2,1.178e+2,,5.453e+0,,,1.696e+0,,
5867.3,1.351e+2,1.278e+2,,5.405e+0,,,1.911e+0,,
5869.2,1.442e+2,1.367e+2,,5.345e+0,,,2.165e+0,,
5871.2,1.522e+2,1.445e+2,,5.275e+0,,,2.469e+0,,
5873.1,1.581e+2,1.501e+2,,5.201e+0,,,2.786e+0,,
5875,1.620e+2,1.537e+2,,5.123e+0,,,3.124e+0,,
5876.9,1.638e+2,1.552e+2,,5.039e+0,,,3.474e+0,,
5878.8,1.634e+2,1.546e+2,,4.949e+0,,,3.827e+0,,
5880.8,1.606e+2,1.516e+2,,4.846e+0,,,4.192e+0,,
5882.7,1.559e+2,1.466e+2,,4.737e+0,,,4.523e+0,,
5884.6,1.493e+2,1.398e+2,,4.617e+0,,,4.830e+0,,
5886.5,1.411e+2,1.315e+2,,4.484e+0,,,5.107e+0,,
5888.5,1.311e+2,1.214e+2,,4.330e+0,,,5.358e+0,,
5890.4,1.206e+2,1.109e+2,,4.172e+0,,,5.556e+0,,
5892.3,1.096e+2,9.985e+1,,4.002e+0,,,5.713e+0,,
5894.2,9.832e+1,8.867e+1,,3.825e+0,,,5.828e+0,,
5896.2,8.660e+1,7.706e+1,,3.631e+0,,,5.908e+0,,
5898.1,7.587e+1,6.648e+1,,3.446e+0,,,5.946e+0,,
5900,6.576e+1,5.654e+1,,3.262e+0,,,5.954e+0,,
5901.9,5.643e+1,4.741e+1,,3.085e+0,,,5.935e+0,,
5903.8,4.802e+1,3.920e+1,,2.919e+0,,,5.895e+0,,
5905.8,4.020e+1,3.161e+1,,2.760e+0,,,5.834e+0,,
5907.7,3.378e+1,2.539e+1,,2.630e+0,,,5.763e+0,,
5909.6,2.831e+1,2.010e+1,,2.524e+0,,,5.680e+0,,
5911.5,2.373e+1,1.570e+1,,2.446e+0,,,5.589e+0,,
5913.5,1.980e+1,1.191e+1,,2.399e+0,,,5.483e+0,,
5915.4,1.680e+1,9.037e+0,,2.391e+0,,,5.372e+0,,
5917.3,1.443e+1,6.758e+0,,2.421e+0,,,5.251e+0,,
5919.2,1.259e+1,4.983e+0,,2.493e+0,,,5.117e+0,,
5921.2,1.113e+1,3.561e+0,,2.612e+0,,,4.960e+0,,
5923.1,1.011e+1,2.551e+0,,2.768e+0,,,4.794e+0,,
5925,9.374e+0,1.802e+0,,2.962e+0,,,4.610e+0,,
5926.9,8.854e+0,1.254e+0,,3.191e+0,,,4.409e+0,,
5928.8,8.499e+0,8.613e-1,,3.449e+0,,,4.189e+0,,
5930.8,8.254e+0,5.709e-1,,3.744e+0,,,3.939e+0,,
5932.7,8.105e+0,3.808e-1,,4.038e+0,,,3.687e+0,,
5934.6,8.006e+0,2.504e-1,,4.334e+0,,,3.422e+0,,
5936.5,7.933e+0,1.623e-1,,4.622e+0,,,3.149e+0,,
5938.5,7.862e+0,1.013e-1,,4.905e+0,,,2.856e+0,,
5940.4,7.785e+0,6.381e-2,,5.144e+0,,,2.577e+0,,
5942.3,7.687e+0,3.963e-2,,5.345e+0,,,2.302e+0,,
5944.2,7.560e+0,2.426e-2,,5.501e+0,,,2.035e+0,,
5946.2,7.392e+0,1.426e-2,,5.610e+0,,,1.767e+0,,
5948.1,7.196e+0,8.480e-3,,5.660e+0,,,1.528e+0,,
5950,6.968e+0,4.973e-3,,5.657e+0,,,1.306e+0,,
5951.9,6.710e+0,2.875e-3,,5.604e+0,,,1.103e+0,,
5953.8,6.427e+0,1.639e-3,,5.504e+0,,,9.211e-1,,
5955.8,6.109e+0,8.935e-4,,5.356e+0,,,7.521e-1,,
5957.7,5.794e+0,4.948e-4,,5.181e+0,,,6.128e-1,,
5959.6,5.475e+0,2.702e-4,,4.982e+0,,,4.934e-1,,
5961.5,5.158e+0,1.455e-4,,4.765e+0,,,3.927e-1,,
5963.5,4.831e+0,7.465e-5,,4.525e+0,,,3.053e-1,,
5965.4,4.532e+0,3.904e-5,,4.294e+0,,,2.384e-1,,
5967.3,4.249e+0,2.013e-5,,4.064e+0,,,1.854e-1,,
5969.2,3.982e+0,1.023e-5,,3.837e+0,,,1.450e-1,,
5971.2,3.721e+0,4.945e-6,,3.606e+0,,,1.148e-1,,
5973.1,3.492e+0,2.442e-6,,3.395e+0,,,9.682e-2,,
5975,3.280e+0,1.189e-6,,3.191e+0,,,8.911e-2,3.201e-17,
5976.9,3.086e+0,5.709e-7,,2.994e+0,,,9.193e-2,8.409e-17,
5978.8,2.910e+0,2.703e-7,,2.804e+0,,,1.063e-1,2.180e-16,
5980.8,2.746e+0,1.211e-7,,2.610e+0,,,1.360e-1,5.859e-16,
5982.7,2.611e+0,5.570e-8,,2.430e+0,,,1.810e-1,1.479e-15,
5984.6,2.502e+0,2.526e-8,,2.255e+0,,,2.465e-1,3.685e-15,
5986.5,2.423e+0,1.129e-8,,2.085e+0,,,3.375e-1,9.061e-15,
5988.5,2.381e+0,4.764e-9,,1.913e+0,,,4.680e-1,2.304e-14,
5990.4,2.389e+0,2.069e-9,,1.756e+0,,,6.330e-1,5.515e-14,
5992.3,2.455e+0,8.858e-10,,1.608e+0,,,8.471e-1,1.303e-13,
