Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
8369.2,6.094e+1,,,5.591e+0,,,5.535e+1,,
8371.2,7.120e+1,,,5.806e+0,,,6.539e+1,,
8373.1,8.210e+1,,,5.980e+0,,,7.612e+1,,
8375,9.416e+1,,,6.119e+0,,,8.805e+1,,
8376.9,1.074e+2,,,6.223e+0,,,1.012e+2,,
8378.8,1.219e+2,,,6.290e+0,,,1.156e+2,,
8380.8,1.384e+2,,,6.318e+0,,,1.321e+2,,
8382.7,1.553e+2,,,6.306e+0,,,1.490e+2,,
8384.6,1.733e+2,,,6.256e+0,,,1.670e+2,,
8386.5,1.922e+2,,,6.171e+0,,,1.860e+2,,
8388.5,2.131e+2,,,6.045e+0,,,2.070e+2,,
8390.4,2.336e+2,,,5.894e+0,,,2.277e+2,,
8392.3,2.547e+2,,,5.716e+0,,,2.490e+2,,
8394.2,2.761e+2,,,5.515e+0,,,2.706e+2,,
8396.2,2.987e+2,,,5.284e+0,,,2.934e+2,,
8398.1,3.199e+2,,,5.048e+0,,,3.148e+2,,
8400,3.406e+2,,,4.803e+0,,,3.358e+2,,
8401.9,3.606e+2,,,4.550e+0,,,3.561e+2,,
8403.8,3.796e+2,,,4.295e+0,,,3.753e+2,,
8405.8,3.981e+2,,,4.027e+0,,,3.940e+2,,
8407.7,4.139e+2,,,3.776e+0,,,4.102e+2,,
8409.6,4.279e+2,,,3.531e+0,,,4.244e+2,,
8411.5,4.398e+2,,,3.295e+0,,,4.365e+2,,
8413.5,4.498e+2,,,3.056e+0,,,4.467e+2,,
8415.4,4.567e+2,,,2.841e+0,,,4.539e+2,,
8417.3,4.610e+2,,,2.638e+0,,,4.583e+2,,
8419.2,4.626e+2,,,2.447e+0,,,4.601e+2,,
8421.2,4.613e+2,,,2.260e+0,,,4.590e+2,,
8423.1,4.572e+2,,,2.095e+0,,,4.551e+2,,
8425,4.505e+2,,,1.943e+0,,,4.486e+2,,
8426.9,4.413e+2,,,1.802e+0,,,4.395e+2,,
8428.8,4.297e+2,,,1.673e+0,,,4.280e+2,,
8430.8,4.151e+2,,,1.551e+0,,,4.135e+2,,
8432.7,3.992e+2,,,1.445e+0,,,3.977e+2,,
8434.6,3.816e+2,,,1.352e+0,,,3.803e+2,,
8436.5,3.626e+2,,,1.269e+0,,,3.614e+2,,
8438.5,3.414e+2,,,1.194e+0,,,3.402e+2,,
8440.4,3.205e+2,,,1.135e+0,,,3.193e+2,,
8442.3,2.990e+2,,,1.087e+0,,,2.979e+2,,
8444.2,2.773e+2,,,1.051e+0,,,2.762e+2,,
8446.2,2.545e+2,,,1.028e+0,,,2.534e+2,,
8448.1,2.331e+2,,,1.018e+0,,,2.321e+2,,
8450,2.123e+2,,,1.022e+0,,,2.113e+2,,
8451.9,1.923e+2,,,1.040e+0,,,1.912e+2,,
8453.8,1.731e+2,,,1.072e+0,,,1.721e+2,,
8455.8,1.542e+2,,,1.121e+0,,,1.530e+2,,
8457.7,1.373e+2,,,1.182e+0,,,1.362e+2,,
8459.6,1.218e+2,,,1.258e+0,,,1.206e+2,,
8461.5,1.076e+2,,,1.347e+0,,,1.063e+2,,
8463.5,9.414e+1,,,1.455e+0,,,9.269e+1,,
8465.4,8.275e+1,,,1.570e+0,,,8.118e+1,,
8467.3,7.272e+1,,,1.696e+0,,,7.102e+1,,
8469.2,6.401e+1,,,1.832e+0,,,6.218e+1,,
8471.2,5.625e+1,,,1.983e+0,,,5.426e+1,,
8473.1,5.013e+1,,,2.132e+0,,,4.800e+1,,
8475,4.519e+1,,,2.285e+0,,,4.290e+1,,
8476.9,4.134e+1,,,2.439e+0,,,3.890e+1,,
8478.8,3.853e+1,,,2.592e+0,,,3.594e+1,,
8480.8,3.660e+1,,,2.748e+0,,,3.386e+1,,
8482.7,3.567e+1,,,2.888e+0,,,3.279e+1,,
8484.6,3.555e+1,,,3.019e+0,,,3.253e+1,,
8486.5,3.615e+1,,,3.137e+0,,,3.301e+1,,
8488.5,3.748e+1,,,3.245e+0,,,3.424e+1,,
8490.4,3.934e+1,,,3.331e+0,,,3.601e+1,,
8492.3,4.170e+1,,,3.397e+0,,,3.830e+1,,
8494.2,4.448e+1,,,3.442e+0,,,4.103e+1,,
8496.2,4.777e+1,,,3.467e+0,,,4.431e+1,,
8498.1,5.118e+1,,,3.468e+0,,,4.772e+1,,
8500,5.478e+1,,,3.446e+0,,,5.134e+1,,
8501.9,5.849e+1,,,3.402e+0,,,5.509e+1,,
8503.8,6.223e+1,,,3.336e+0,,,5.889e+1,,
8505.8,6.612e+1,,,3.246e+0,,,6.287e+1,,
8507.7,6.968e+1,,,3.141e+0,,,6.654e+1,,
8509.6,7.304e+1,,,3.020e+0,,,7.002e+1,,
8511.5,7.614e+1,,,2.885e+0,,,7.325e+1,,
8513.5,7.903e+1,,,2.730e+0,,,7.630e+1,,
8515.4,8.137e+1,,,2.573e+0,,,7.880e+1,,
8517.3,8.326e+1,,,2.411e+0,,,8.085e+1,,
8519.2,8.466e+1,,,2.245e+0,,,8.242e+1,,
8521.2,8.557e+1,,,2.069e+0,,,8.350e+1,,
8523.1,8.588e+1,,,1.904e+0,,,8.398e+1,,
8525,8.563e+1,,,1.743e+0,,,8.389e+1,,
8526.9,8.484e+1,,,1.588e+0,,,8.325e+1,,
8528.8,8.350e+1,,,1.442e+0,,,8.206e+1,,
8530.8,8.155e+1,,,1.298e+0,,,8.025e+1,,
8532.7,7.920e+1,,,1.172e+0,,,7.803e+1,,
8534.6,7.642e+1,,,1.059e+0,,,7.536e+1,,
8536.5,7.326e+1,,,9.591e-1,,,7.230e+1,,
8538.5,6.958e+1,,,8.685e-1,,,6.871e+1,,
8540.4,6.582e+1,,,7.968e-1,,,6.502e+1,,
8542.3,6.186e+1,,,7.392e-1,,,6.112e+1,,
8544.2,5.778e+1,,,6.958e-1,,,5.708e+1,,
8546.2,5.340e+1,,,6.651e-1,,,5.273e+1,,
8548.1,4.923e+1,,,6.500e-1,,,4.858e+1,,
8550,4.511e+1,,,6.480e-1,,,4.447e+1,,
8551.9,4.110e+1,,,6.586e-1,,,4.044e+1,,
8553.8,3.722e+1,,,6.812e-1,,,3.654e+1,,
8555.8,3.334e+1,,,7.171e-1,,,3.262e+1,,
8557.7,2.987e+1,,,7.618e-1,,,2.911e+1,,
8559.6,2.664e+1,,,8.160e-1,,,2.582e+1,,
8561.5,2.366e+1,,,8.787e-1,,,2.278e+1,,
8563.5,2.081e+1,,,9.527e-1,,,1.986e+1,,
8565.4,1.837e+1,,,1.029e+0,,,1.734e+1,,
8567.3,1.620e+1,,,1.111e+0,,,1.509e+1,,
8569.2,1.429e+1,,,1.197e+0,,,1.309e+1,,
8571.2,1.255e+1,,,1.291e+0,,,1.126e+1,,
8573.1,1.113e+1,,,1.381e+0,,,9.750e+0,,
8575,9.932e+0,,,1.471e+0,,,8.460e+0,,
8576.9,8.933e+0,,,1.561e+0,,,7.372e+0,,
8578.8,8.116e+0,,,1.649e+0,,,6.467e+0,,
8580.8,7.432e+0,,,1.738e+0,,,5.694e+0,,
8582.7,6.929e+0,,,1.819e+0,,,5.110e+0,,
8584.6,6.551e+0,,,1.896e+0,,,4.655e+0,,
8586.5,6.281e+0,,,1.968e+0,,,4.313e+0,,
8588.5,6.095e+0,,,2.038e+0,,,4.056e+0,,
8590.4,5.996e+0,,,2.100e+0,,,3.896e+0,,
8592.3,5.960e+0,,,2.157e+0,,,3.803e+0,,
8594.2,5.975e+0,,,2.210e+0,,,3.765e+0,,
8596.2,6.035e+0,,,2.262e+0,,,3.773e+0,,
8598.1,6.125e+0,,,2.309e+0,,,3.816e+0,,
8600,6.240e+0,,,2.354e+0,,,3.886e+0,,
8601.9,6.376e+0,,,2.400e+0,,,3.976e+0,,
8603.8,6.528e+0,,,2.446e+0,,,4.082e+0,,
8605.8,6.703e+0,,,2.499e+0,,,4.204e+0,,
8607.7,6.883e+0,,,2.553e+0,,,4.330e+0,,
8609.6,7.075e+0,,,2.613e+0,,,4.462e+0,,
8611.5,7.281e+0,,,2.680e+0,,,4.601e+0,,
8613.5,7.514e+0,,,2.759e+0,,,4.755e+0,,
8615.4,7.754e+0,,,2.844e+0,,,4.911e+0,,
8617.3,8.016e+0,,,2.938e+0,,,5.078e+0,,
8619.2,8.301e+0,,,3.042e+0,,,5.259e+0,,
8621.2,8.631e+0,,,3.162e+0,,,5.469e+0,,
8623.1,8.977e+0,,,3.285e+0,,,5.692e+0,,
8625,9.357e+0,,,3.417e+0,,,5.940e+0,,
8626.9,9.773e+0,,,3.556e+0,,,6.217e+0,,
8628.8,1.023e+1,,,3.701e+0,,,6.528e+0,,
8630.8,1.075e+1,,,3.857e+0,,,6.894e+0,,
8632.7,1.129e+1,,,4.008e+0,,,7.280e+0,,
8634.6,1.186e+1,,,4.157e+0,,,7.705e+0,,
8636.5,1.247e+1,,,4.304e+0,,,8.170e+0,,
8638.5,1.315e+1,,,4.452e+0,,,8.700e+0,,
8640.4,1.383e+1,,,4.585e+0,,,9.240e+0,,
8642.3,1.452e+1,,,4.706e+0,,,9.811e+0,,
8644.2,1.522e+1,,,4.815e+0,,,1.041e+1,,
8646.2,1.597e+1,,,4.912e+0,,,1.106e+1,,
8648.1,1.667e+1,,,4.987e+0,,,1.168e+1,,
8650,1.735e+1,,,5.043e+0,,,1.231e+1,,
8651.9,1.801e+1,,,5.078e+0,,,1.293e+1,,
8653.8,1.862e+1,,,5.092e+0,,,1.352e+1,,
8655.8,1.920e+1,,,5.084e+0,,,1.412e+1,,
8657.7,1.969e+1,,,5.053e+0,,,1.464e+1,,
8659.6,2.011e+1,,,5.000e+0,,,1.511e+1,,
8661.5,2.043e+1,,,4.926e+0,,,1.551e+1,,
8663.5,2.068e+1,,,4.827e+0,,,1.585e+1,,
8665.4,2.080e+1,,,4.713e+0,,,1.609e+1,,
8667.3,2.082e+1,,,4.582e+0,,,1.624e+1,,
8669.2,2.074e+1,,,4.435e+0,,,1.630e+1,,
8671.2,2.052e+1,,,4.266e+0,,,1.626e+1,,
8673.1,2.021e+1,,,4.094e+0,,,1.612e+1,,
8675,1.979e+1,,,3.912e+0,,,1.588e+1,,
8676.9,1.927e+1,,,3.723e+0,,,1.555e+1,,
8678.8,1.866e+1,,,3.529e+0,,,1.514e+1,,
8680.8,1.793e+1,,,3.322e+0,,,1.461e+1,,
8682.7,1.716e+1,,,3.124e+0,,,1.404e+1,,
8684.6,1.633e+1,,,2.926e+0,,,1.340e+1,,
8686.5,1.545e+1,,,2.731e+0,,,1.272e+1,,
8688.5,1.448e+1,,,2.530e+0,,,1.195e+1,,
8690.4,1.354e+1,,,2.344e+0,,,1.119e+1,,
8692.3,1.258e+1,,,2.165e+0,,,1.042e+1,,
8694.2,1.163e+1,,,1.992e+0,,,9.639e+0,,
8696.2,1.064e+1,,,1.819e+0,,,8.822e+0,,
8698.1,9.724e+0,,,1.664e+0,,,8.060e+0,,
8700,8.839e+0,,,1.518e+0,,,7.321e+0,,
8701.9,7.994e+0,,,1.381e+0,,,6.613e+0,,
8703.8,7.195e+0,,,1.254e+0,,,5.941e+0,,
8705.8,6.411e+0,,,1.132e+0,,,5.279e+0,,
8707.7,5.724e+0,,,1.026e+0,,,4.698e+0,,
8709.6,5.096e+0,,,9.299e-1,,,4.166e+0,,
8711.5,4.530e+0,,,8.446e-1,,,3.685e+0,,
8713.5,4.000e+0,,,7.662e-1,,,3.234e+0,,
8715.4,3.560e+0,,,7.027e-1,,,2.858e+0,,
8717.3,3.182e+0,,,6.501e-1,,,2.532e+0,,
8719.2,2.863e+0,,,6.084e-1,,,2.254e+0,,
8721.2,2.589e+0,,,5.767e-1,,,2.012e+0,,
8723.1,2.385e+0,,,5.585e-1,,,1.827e+0,,
8725,2.234e+0,,,5.521e-1,,,1.682e+0,,
8726.9,2.132e+0,,,5.580e-1,,,1.575e+0,,
8728.8,2.077e+0,,,5.764e-1,,,1.501e+0,,
8730.8,2.066e+0,,,6.100e-1,,,1.456e+0,,
8732.7,2.097e+0,,,6.556e-1,,,1.442e+0,,
8734.6,2.166e+0,,,7.151e-1,,,1.450e+0,,
8736.5,2.268e+0,,,7.887e-1,,,1.479e+0,,
8738.5,2.408e+0,,,8.818e-1,,,1.527e+0,,
8740.4,2.570e+0,,,9.850e-1,,,1.585e+0,,
8742.3,2.757e+0,,,1.103e+0,,,1.654e+0,,
8744.2,2.964e+0,,,1.235e+0,,,1.729e+0,,
8746.2,3.201e+0,,,1.389e+0,,,1.812e+0,,
8748.1,3.440e+0,,,1.549e+0,,,1.891e+0,,
8750,3.689e+0,,,1.720e+0,,,1.969e+0,,
8751.9,3.946e+0,,,1.903e+0,,,2.042e+0,,
8753.8,4.205e+0,,,2.096e+0,,,2.109e+0,,
8755.8,4.477e+0,,,2.306e+0,,,2.171e+0,,
8757.7,4.730e+0,,,2.512e+0,,,2.218e+0,,
8759.6,4.975e+0,,,2.720e+0,,,2.254e+0,,
8761.5,5.207e+0,,,2.929e+0,,,2.278e+0,,
8763.5,5.435e+0,,,3.146e+0,,,2.288e+0,,
8765.4,5.631e+0,,,3.347e+0,,,2.284e+0,,
8767.3,5.804e+0,,,3.539e+0,,,2.265e+0,,
8769.2,5.953e+0,,,3.720e+0,,,2.233e+0,,
8771.2,6.079e+0,,,3.894e+0,,,2.185e+0,,
8773.1,6.168e+0,,,4.042e+0,,,2.127e+0,,
8775,6.226e+0,,,4.169e+0,,,2.057e+0,,
8776.9,6.251e+0,,,4.275e+0,,,1.977e+0,,
8778.8,6.243e+0,,,4.356e+0,,,1.888e+0,,
8780.8,6.200e+0,,,4.414e+0,,,1.786e+0,,
8782.7,6.125e+0,,,4.442e+0,,,1.683e+0,,
8784.6,6.020e+0,,,4.443e+0,,,1.577e+0,,
8786.5,5.885e+0,,,4.417e+0,,,1.468e+0,,
8788.5,5.713e+0,,,4.361e+0,,,1.352e+0,,
8790.4,5.525e+0,,,4.283e+0,,,1.242e+0,,
8792.3,5.315e+0,,,4.182e+0,,,1.134e+0,,
8794.2,5.087e+0,,,4.059e+0,,,1.028e+0,,
8796.2,4.831e+0,,,3.910e+0,,,9.216e-1,,
8798.1,4.577e+0,,,3.751e+0,,,8.252e-1,,
8800,4.315e+0,,,3.580e+0,,,7.341e-1,,
8801.9,4.049e+0,,,3.400e+0,,,6.490e-1,,
8803.8,3.783e+0,,,3.213e+0,,,5.701e-1,,
8805.8,3.507e+0,,,3.013e+0,,,4.940e-1,,
8807.7,3.251e+0,,,2.823e+0,,,4.284e-1,,
8809.6,3.005e+0,,,2.636e+0,,,3.691e-1,,
8811.5,2.770e+0,,,2.455e+0,,,3.160e-1,,
8813.5,2.539e+0,,,2.273e+0,,,2.665e-1,,
8815.4,2.336e+0,,,2.111e+0,,,2.252e-1,,
8817.3,2.150e+0,,,1.961e+0,,,1.891e-1,,
8819.2,1.982e+0,,,1.825e+0,,,1.577e-1,,
8821.2,1.826e+0,,,1.697e+0,,,1.295e-1,,
8823.1,1.698e+0,,,1.591e+0,,,1.066e-1,,
8825,1.588e+0,,,1.501e+0,,,8.726e-2,,
8826.9,1.497e+0,,,1.426e+0,,,7.095e-2,,
8828.8,1.423e+0,,,1.366e+0,,,5.733e-2,,
8830.8,1.364e+0,,,1.318e+0,,,4.549e-2,,
8832.7,1.322e+0,,,1.286e+0,,,3.628e-2,,
8834.6,1.295e+0,,,1.266e+0,,,2.875e-2,,
8836.5,1.279e+0,,,1.256e+0,,,2.264e-2,,
8838.5,1.273e+0,,,1.256e+0,,,1.748e-2,,
8840.4,1.276e+0,,,1.263e+0,,,1.359e-2,,
8842.3,1.286e+0,,,1.276e+0,,,1.050e-2,,
8844.2,1.300e+0,,,1.292e+0,,,8.055e-3,,
8846.2,1.319e+0,,,1.312e+0,,,6.054e-3,,
8848.1,1.337e+0,,,1.332e+0,,,4.586e-3,,
8850,1.355e+0,,,1.352e+0,,,3.452e-3,,
8851.9,1.372e+0,,,1.369e+0,,,2.582e-3,,
8853.8,1.385e+0,,,1.383e+0,,,1.919e-3,,
8855.8,1.395e+0,1.844e-17,,1.394e+0,,,1.394e-3,,
8857.7,1.399e+0,3.545e-17,,1.398e+0,,,1.023e-3,,
8859.6,1.398e+0,6.773e-17,,1.397e+0,,,7.455e-4,,
8861.5,1.391e+0,1.287e-16,,1.390e+0,,,5.399e-4,,
8863.5,1.377e+0,2.511e-16,,1.376e+0,,,3.818e-4,,
8865.4,1.356e+0,4.712e-16,,1.356e+0,,,2.730e-4,,
8867.3,1.330e+0,8.789e-16,,1.330e+0,,,1.939e-4,,
8869.2,1.298e+0,1.630e-15,,1.298e+0,,,1.369e-4,,
8871.2,1.258e+0,3.102e-15,,1.258e+0,,,9.422e-5,,
8873.1,1.216e+0,5.681e-15,,1.216e+0,,,6.564e-5,,
8875,1.169e+0,1.034e-14,,1.169e+0,,,4.545e-5,,
8876.9,1.118e+0,1.872e-14,,1.118e+0,,,3.126e-5,,
8878.8,1.065e+0,3.369e-14,,1.065e+0,,,2.137e-5,,
8880.8,1.008e+0,6.213e-14,,1.007e+0,,,1.422e-5,,
8882.7,9.514e-1,1.104e-13,,9.514e-1,,,9.595e-6,,
8884.6,8.951e-1,1.952e-13,,8.951e-1,,,6.433e-6,,
8886.5,8.392e-1,3.428e-13,,8.392e-1,,,4.286e-6,,
8888.5,7.816e-1,6.163e-13,,7.816e-1,,,2.776e-6,,
8890.4,7.286e-1,1.070e-12,,7.286e-1,,,1.825e-6,,
8892.3,6.778e-1,1.845e-12,,6.778e-1,,,1.193e-6,,
8894.2,6.297e-1,3.164e-12,,6.297e-1,,,7.742e-7,,
8896.2,5.823e-1,5.546e-12,,5.823e-1,,,4.880e-7,,
8898.1,5.404e-1,9.395e-12,,5.404e-1,,,3.127e-7,,
8900,5.019e-1,1.582e-11,,5.019e-1,,,1.992e-7,,
8901.9,4.666e-1,2.648e-11,,4.666e-1,,,1.260e-7,,
8903.8,4.347e-1,4.407e-11,,4.347e-1,,,7.923e-8,,
8905.8,4.044e-1,7.485e-11,,4.044e-1,,,4.828e-8,,
8907.7,3.787e-1,1.231e-10,,3.787e-1,,,2.996e-8,,
8909.6,3.557e-1,2.011e-10,,3.557e-1,,,1.848e-8,,
8911.5,3.352e-1,3.267e-10,,3.352e-1,,,1.132e-8,,
8913.5,3.159e-1,5.410e-10,,3.159e-1,,,6.715e-9,,
8915.4,2.996e-1,8.682e-10,,2.996e-1,,,4.061e-9,,
8917.3,2.848e-1,1.385e-9,,2.848e-1,,,2.441e-9,,
8919.2,2.713e-1,2.197e-9,,2.713e-1,,,1.458e-9,,
8921.2,2.583e-1,3.547e-9,,2.583e-1,,,8.416e-10,,
8923.1,2.466e-1,5.557e-9,,2.466e-1,,,4.964e-10,,
8925,2.355e-1,8.654e-9,,2.355e-1,,,2.914e-10,,
8926.9,2.249e-1,1.340e-8,,2.249e-1,,,1.708e-10,,
8928.8,2.144e-1,2.062e-8,,2.144e-1,,,1.010e-10,,
8930.8,2.035e-1,3.226e-8,,2.035e-1,,,6.069e-11,,
8932.7,1.932e-1,4.904e-8,,1.932e-1,,,4.229e-11,,
8934.6,1.828e-1,7.413e-8,,1.828e-1,,,3.782e-11,,
8936.5,1.725e-1,1.114e-7,,1.725e-1,,,4.616e-11,,
8938.5,1.615e-1,1.699e-7,,1.615e-1,,,7.207e-11,,
8940.4,1.511e-1,2.521e-7,,1.511e-1,,,1.214e-10,,
8942.3,1.407e-1,3.720e-7,,1.407e-1,,,2.105e-10,,
8944.2,1.305e-1,5.456e-7,,1.305e-1,,,3.674e-10,,
8946.2,1.198e-1,8.113e-7,,1.198e-1,,,6.586e-10,,
8948.1,1.099e-1,1.176e-6,,1.099e-1,,,1.141e-9,,
8950,1.003e-1,1.693e-6,,1.003e-1,,,1.966e-9,,
8951.9,9.102e-2,2.424e-6,,9.101e-2,,,3.369e-9,,
8953.8,8.214e-2,3.451e-6,,8.214e-2,,,5.738e-9,,
8955.8,7.328e-2,4.972e-6,,7.328e-2,,,9.988e-9,,
8957.7,6.536e-2,6.991e-6,,6.536e-2,,,1.681e-8,,
8959.6,5.797e-2,9.772e-6,,5.796e-2,,,2.812e-8,,
8961.5,5.111e-2,1.358e-5,,5.110e-2,,,4.678e-8,,
8963.5,4.448e-2,1.907e-5,,4.446e-2,,,7.942e-8,,
8965.4,3.875e-2,2.618e-5,,3.872e-2,,,1.305e-7,,
8967.3,3.356e-2,3.573e-5,,3.352e-2,,,2.132e-7,,
8969.2,2.890e-2,4.847e-5,,2.885e-2,,,3.464e-7,,
8971.2,2.454e-2,6.638e-5,,2.447e-2,,,5.735e-7,,
8973.1,2.089e-2,8.895e-5,,2.080e-2,,,9.204e-7,,
8975,1.769e-2,1.185e-4,,1.757e-2,,,1.469e-6,,
8976.9,1.491e-2,1.569e-4,,1.475e-2,,,2.329e-6,,
8978.8,1.252e-2,2.066e-4,,1.231e-2,,,3.673e-6,,
8980.8,1.039e-2,2.741e-4,,1.011e-2,,,5.895e-6,,
8982.7,8.701e-3,3.565e-4,,8.335e-3,,,9.185e-6,,
8984.6,7.304e-3,4.608e-4,,6.829e-3,,,1.423e-5,,
8986.5,6.174e-3,5.922e-4,,5.560e-3,,,2.191e-5,,
8988.5,5.249e-3,7.662e-4,,4.449e-3,,,3.429e-5,,
8990.4,4.602e-3,9.727e-4,,3.577e-3,,,5.218e-5,,
8992.3,4.165e-3,1.227e-3,,2.859e-3,,,7.892e-5,,
8994.2,3.929e-3,1.540e-3,,2.271e-3,,,1.187e-4,,
8996.2,3.894e-3,1.943e-3,,1.770e-3,,,1.812e-4,,
8998.1,4.065e-3,2.407e-3,,1.388e-3,,,2.692e-4,,
9000,4.446e-3,2.966e-3,,1.082e-3,,,3.976e-4,,
9001.9,5.055e-3,3.632e-3,,8.387e-4,,,5.839e-4,,
9003.8,5.920e-3,4.422e-3,,6.458e-4,,,8.524e-4,,
9005.8,7.154e-3,5.405e-3,,4.873e-4,,,1.261e-3,,
9007.7,8.691e-3,6.501e-3,,3.706e-4,,,1.819e-3,,
9009.6,1.066e-2,7.772e-3,,2.801e-4,,,2.609e-3,,
9011.5,1.317e-2,9.237e-3,,2.104e-4,,,3.720e-3,,
9013.5,1.653e-2,1.101e-2,,1.547e-4,,,5.368e-3,,
9015.4,2.060e-2,1.292e-2,,1.148e-4,,,7.562e-3,,
9017.3,2.576e-2,1.508e-2,,8.475e-5,,,1.059e-2,,
9019.2,3.230e-2,1.750e-2,,6.223e-5,,,1.474e-2,,
9021.2,4.113e-2,2.033e-2,,4.476e-5,,,2.075e-2,,
9023.1,5.188e-2,2.331e-2,,3.268e-5,,,2.854e-2,,
9025,6.561e-2,2.655e-2,,2.393e-5,,,3.903e-2,,
9026.9,8.315e-2,3.008e-2,,1.773e-5,,,5.306e-2,,
9028.8,1.056e-1,3.386e-2,,1.351e-5,,,7.171e-2,,
9030.8,1.360e-1,3.812e-2,,1.077e-5,,,9.784e-2,,
9032.7,1.731e-1,4.240e-2,,9.508e-6,,,1.307e-1,,
9034.6,2.203e-1,4.688e-2,,9.434e-6,,,1.734e-1,,
9036.5,2.805e-1,5.153e-2,,1.054e-5,,,2.289e-1,,
9038.5,3.612e-1,5.656e-2,,1.309e-5,,,3.046e-1,,
9040.4,4.587e-1,6.142e-2,,1.710e-5,,,3.972e-1,,
9042.3,5.813e-1,6.629e-2,,2.303e-5,,,5.150e-1,,
9044.2,7.349e-1,7.114e-2,,3.145e-5,,,6.637e-1,,
9046.2,9.376e-1,7.612e-2,,4.385e-5,,,8.614e-1,,
9048.1,1.178e+0,8.069e-2,,6.006e-5,,,1.097e+0,,
9050,1.474e+0,8.503e-2,,8.198e-5,,,1.389e+0,,
9051.9,1.837e+0,8.907e-2,,1.114e-4,,,1.748e+0,,
9053.8,2.280e+0,9.275e-2,,1.505e-4,,,2.187e+0,,
9055.8,2.847e+0,9.617e-2,,2.054e-4,,,2.751e+0,,
9057.7,3.500e+0,9.893e-2,,2.744e-4,,,3.401e+0,,
9059.6,4.281e+0,1.012e-1,,3.645e-4,,,4.180e+0,,
9061.5,5.210e+0,1.028e-1,,4.814e-4,,,5.107e+0,,
9063.5,6.371e+0,1.040e-1,,6.410e-4,,,6.266e+0,,
9065.4,7.670e+0,1.044e-1,,8.364e-4,,,7.565e+0,,
9067.3,9.185e+0,1.042e-1,,1.085e-3,,,9.079e+0,,
9069.2,1.094e+1,1.034e-1,,1.399e-3,,,1.083e+1,,
9071.2,1.307e+1,1.019e-1,,1.818e-3,,,1.296e+1,,
9073.1,1.539e+1,9.993e-2,,2.317e-3,,,1.528e+1,,
9075,1.801e+1,9.739e-2,,2.935e-3,,,1.791e+1,,
9076.9,2.097e+1,9.435e-2,,3.698e-3,,,2.087e+1,,
9078.8,2.427e+1,9.086e-2,,4.631e-3,,,2.417e+1,,
9080.8,2.813e+1,8.677e-2,,5.832e-3,,,2.804e+1,,
9082.7,3.218e+1,8.255e-2,,7.216e-3,,,3.209e+1,,
9084.6,3.660e+1,7.807e-2,,8.878e-3,,,3.652e+1,,
9086.5,4.139e+1,7.340e-2,,1.086e-2,,,4.130e+1,,
9088.5,4.681e+1,6.834e-2,,1.334e-2,,,4.673e+1,,
9090.4,5.230e+1,6.347e-2,,1.612e-2,,,5.223e+1,,
9092.3,5.811e+1,5.860e-2,,1.937e-2,,,5.803e+1,,
9094.2,6.417e+1,5.378e-2,,2.315e-2,,,6.410e+1,,
9096.2,7.080e+1,4.882e-2,,2.774e-2,,,7.072e+1,,
9098.1,7.727e+1,4.427e-2,,3.274e-2,,,7.719e+1,,
9100,8.383e+1,3.990e-2,,3.843e-2,,,8.375e+1,,
9101.9,9.042e+1,3.575e-2,,4.484e-2,,,9.034e+1,,
9103.8,9.696e+1,3.184e-2,,5.202e-2,,,9.688e+1,,
9105.8,1.037e+2,2.800e-2,,6.045e-2,,,1.036e+2,,
9107.7,1.099e+2,2.464e-2,,6.930e-2,,,1.098e+2,,
9109.6,1.157e+2,2.155e-2,,7.899e-2,,,1.156e+2,,
9111.5,1.212e+2,1.874e-2,,8.952e-2,,,1.211e+2,,
9113.5,1.264e+2,1.607e-2,,1.015e-1,,,1.263e+2,,
9115.4,1.308e+2,1.380e-2,,1.137e-1,,,1.307e+2,,
9117.3,1.346e+2,1.179e-2,,1.266e-1,,,1.345e+2,,
9119.2,1.377e+2,1.000e-2,,1.402e-1,,,1.375e+2,,
9121.2,1.401e+2,8.364e-3,,1.551e-1,,,1.399e+2,,
9123.1,1.415e+2,7.013e-3,,1.698e-1,,,1.414e+2,,
9125,1.422e+2,5.846e-3,,1.848e-1,,,1.420e+2,,
9126.9,1.420e+2,4.844e-3,,2.000e-1,,,1.418e+2,,
9128.8,1.411e+2,3.990e-3,,2.153e-1,,,1.408e+2,,
9130.8,1.392e+2,3.233e-3,,2.312e-1,,,1.389e+2,,
9132.7,1.365e+2,2.630e-3,,2.461e-1,,,1.363e+2,,
9134.6,1.332e+2,2.128e-3,,2.606e-1,,,1.330e+2,,
9136.5,1.292e+2,1.711e-3,,2.745e-1,,,1.290e+2,,
9138.5,1.244e+2,1.351e-3,,2.882e-1,,,1.241e+2,,
9140.4,1.193e+2,1.074e-3,,3.004e-1,,,1.190e+2,,
9142.3,1.137e+2,8.478e-4,,3.116e-1,,,1.134e+2,,
9144.2,1.078e+2,6.655e-4,,3.217e-1,,,1.075e+2,,
9146.2,1.013e+2,5.125e-4,,3.310e-1,,,1.010e+2,,
9148.1,9.500e+1,3.974e-4,,3.386e-1,,,9.466e+1,,
9150,8.861e+1,3.064e-4,,3.450e-1,,,8.826e+1,,
