Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
5695,2.702e+0,4.691e-3,,3.160e-1,,,2.382e+0,,
5700,2.703e+0,7.859e-3,,3.524e-1,,,2.343e+0,,
5705,2.711e+0,1.298e-2,,3.932e-1,,,2.305e+0,,
5710,2.724e+0,2.112e-2,,4.381e-1,,,2.265e+0,,
5715,2.742e+0,3.388e-2,,4.871e-1,,,2.221e+0,,
5720,2.762e+0,5.356e-2,,5.397e-1,,,2.169e+0,,
5725,2.788e+0,8.347e-2,,5.954e-1,,,2.109e+0,,
5730,2.822e+0,1.282e-1,,6.537e-1,,,2.040e+0,,
5735,2.869e+0,1.941e-1,,7.140e-1,,,1.961e+0,,
5740,2.940e+0,2.896e-1,,7.759e-1,,,1.874e+0,,
5745,3.045e+0,4.258e-1,,8.390e-1,,,1.780e+0,,
5750,3.202e+0,6.172e-1,,9.034e-1,,,1.681e+0,2.287e-17,
5755,3.431e+0,8.817e-1,,9.693e-1,,,1.580e+0,6.029e-17,
5760,3.759e+0,1.242e+0,,1.037e+0,,,1.480e+0,1.568e-16,
5765,4.217e+0,1.723e+0,,1.109e+0,,,1.385e+0,4.024e-16,
5770,4.838e+0,2.357e+0,,1.184e+0,,,1.297e+0,1.019e-15,
5775,5.663e+0,3.177e+0,,1.266e+0,,,1.220e+0,2.546e-15,
5780,6.734e+0,4.222e+0,,1.355e+0,,,1.157e+0,6.276e-15,
5785,8.093e+0,5.530e+0,,1.454e+0,,,1.109e+0,1.527e-14,
5790,9.782e+0,7.138e+0,,1.563e+0,,,1.080e+0,3.664e-14,
5795,1.184e+1,9.082e+0,,1.684e+0,,,1.071e+0,8.679e-14,
5800,1.429e+1,1.139e+1,,1.818e+0,,,1.083e+0,2.028e-13,
5805,1.716e+1,1.408e+1,,1.963e+0,,,1.116e+0,4.677e-13,
5810,2.044e+1,1.715e+1,,2.120e+0,,,1.170e+0,1.064e-12,
5815,2.412e+1,2.059e+1,,2.286e+0,,,1.245e+0,2.389e-12,
5820,2.817e+1,2.437e+1,,2.459e+0,,,1.340e+0,5.292e-12,
5825,3.251e+1,2.842e+1,,2.636e+0,,,1.454e+0,1.157e-11,
5830,3.707e+1,3.267e+1,,2.814e+0,,,1.585e+0,2.495e-11,
5835,4.175e+1,3.702e+1,,2.989e+0,,2.736e-44,1.733e+0,5.310e-11,
5840,4.640e+1,4.135e+1,,3.156e+0,,7.681e-44,1.893e+0,1.115e-10,
5845,5.089e+1,4.552e+1,,3.313e+0,,1.980e-43,2.065e+0,2.310e-10,
5850,5.508e+1,4.938e+1,,3.456e+0,,5.038e-43,2.245e+0,4.723e-10,
5855,5.882e+1,5.281e+1,,3.582e+0,,1.265e-42,2.429e+0,9.528e-10,
5860,6.196e+1,5.566e+1,,3.689e+0,,3.137e-42,2.613e+0,1.897e-9,
5865,6.439e+1,5.782e+1,,3.777e+0,,7.679e-42,2.793e+0,3.725e-9,
5870,6.601e+1,5.920e+1,,3.846e+0,,1.855e-41,2.965e+0,7.219e-9,
5875,6.676e+1,5.974e+1,,3.897e+0,,4.424e-41,3.123e+0,1.381e-8,
5880,6.661e+1,5.942e+1,,3.931e+0,,1.041e-40,3.264e+0,2.605e-8,
5885,6.558e+1,5.825e+1,,3.950e+0,,2.420e-40,3.383e+0,4.850e-8,
5890,6.372e+1,5.628e+1,,3.957e+0,,5.551e-40,3.477e+0,8.910e-8,
5895,6.110e+1,5.360e+1,,3.954e+0,,1.257e-39,3.544e+0,1.615e-7,
5900,5.784e+1,5.031e+1,,3.943e+0,,2.809e-39,3.582e+0,2.889e-7,
5905,5.407e+1,4.655e+1,,3.927e+0,,6.198e-39,3.593e+0,5.099e-7,
5910,4.993e+1,4.244e+1,,3.907e+0,,1.350e-38,3.578e+0,8.880e-7,
5915,4.557e+1,3.815e+1,,3.882e+0,,2.902e-38,3.541e+0,1.526e-6,
5920,4.113e+1,3.379e+1,,3.853e+0,,6.158e-38,3.489e+0,2.588e-6,
5925,3.675e+1,2.950e+1,,3.820e+0,,1.290e-37,3.429e+0,4.329e-6,
5930,3.254e+1,2.539e+1,,3.781e+0,,2.667e-37,3.370e+0,7.148e-6,
5935,2.859e+1,2.153e+1,,3.735e+0,,5.445e-37,3.322e+0,1.164e-5,
5940,2.498e+1,1.800e+1,,3.680e+0,,1.097e-36,3.297e+0,1.872e-5,
5945,2.175e+1,1.483e+1,,3.617e+0,,2.182e-36,3.304e+0,2.969e-5,
5950,1.894e+1,1.204e+1,,3.543e+0,,4.284e-36,3.355e+0,4.647e-5,
5955,1.656e+1,9.641e+0,,3.460e+0,,8.302e-36,3.460e+0,7.177e-5,
5960,1.460e+1,7.606e+0,,3.369e+0,,1.588e-35,3.625e+0,1.094e-4,
5965,1.304e+1,5.914e+0,,3.272e+0,,2.999e-35,3.856e+0,1.645e-4,
5970,1.186e+1,4.533e+0,,3.172e+0,,5.590e-35,4.156e+0,2.441e-4,
5975,1.102e+1,3.424e+0,,3.072e+0,,1.029e-34,4.524e+0,3.576e-4,
5980,1.048e+1,2.549e+0,,2.979e+0,,1.868e-34,4.954e+0,5.167e-4,
5985,1.021e+1,1.870e+0,,2.896e+0,,3.350e-34,5.439e+0,7.370e-4,
5990,1.015e+1,1.353e+0,,2.829e+0,,5.929e-34,5.967e+0,1.037e-3,
5995,1.027e+1,9.644e-1,,2.784e+0,,1.036e-33,6.521e+0,1.441e-3,
6000,1.053e+1,6.776e-1,,2.766e+0,,1.786e-33,7.085e+0,1.975e-3,
6005,1.089e+1,4.692e-1,,2.781e+0,,3.041e-33,7.638e+0,2.672e-3,
6010,1.132e+1,3.203e-1,,2.831e+0,,5.110e-33,8.161e+0,3.567e-3,
6015,1.177e+1,2.154e-1,,2.920e+0,,8.476e-33,8.633e+0,4.701e-3,
6020,1.223e+1,1.429e-1,,3.049e+0,,1.388e-32,9.036e+0,6.115e-3,
6025,1.268e+1,9.336e-2,,3.221e+0,,2.243e-32,9.354e+0,7.853e-3,
6030,1.308e+1,6.014e-2,,3.433e+0,,3.579e-32,9.576e+0,9.954e-3,
6035,1.343e+1,3.818e-2,,3.685e+0,,5.637e-32,9.694e+0,1.246e-2,
6040,1.372e+1,2.389e-2,,3.974e+0,,8.764e-32,9.705e+0,1.539e-2,
6045,1.394e+1,1.473e-2,,4.295e+0,,1.345e-31,9.611e+0,1.877e-2,
6050,1.409e+1,8.956e-3,,4.643e+0,,2.038e-31,9.420e+0,2.262e-2,
6055,1.419e+1,5.366e-3,,5.012e+0,,3.047e-31,9.141e+0,2.691e-2,
6060,1.422e+1,3.169e-3,,5.397e+0,,4.498e-31,8.791e+0,3.162e-2,
6065,1.421e+1,1.844e-3,,5.790e+0,,6.554e-31,8.384e+0,3.672e-2,
6070,1.417e+1,1.058e-3,,6.185e+0,,9.427e-31,7.939e+0,4.212e-2,
6075,1.410e+1,5.982e-4,,6.575e+0,,1.339e-30,7.474e+0,4.775e-2,
6080,1.401e+1,3.334e-4,,6.953e+0,,1.876e-30,7.006e+0,5.351e-2,
6085,1.392e+1,1.831e-4,,7.313e+0,,2.596e-30,6.550e+0,5.929e-2,
6090,1.383e+1,9.913e-5,,7.649e+0,,3.545e-30,6.119e+0,6.496e-2,
6095,1.375e+1,5.289e-5,,7.956e+0,,4.780e-30,5.723e+0,7.042e-2,
6100,1.367e+1,2.782e-5,,8.228e+0,,6.361e-30,5.369e+0,7.553e-2,
6105,1.360e+1,1.442e-5,,8.460e+0,,8.357e-30,5.060e+0,8.019e-2,
6110,1.353e+1,7.367e-6,,8.649e+0,,1.084e-29,4.799e+0,8.431e-2,
6115,1.346e+1,3.709e-6,,8.790e+0,,1.388e-29,4.583e+0,8.780e-2,
6120,1.338e+1,1.841e-6,,8.880e+0,,1.754e-29,4.410e+0,9.059e-2,
6125,1.328e+1,9.006e-7,,8.917e+0,,2.188e-29,4.274e+0,9.266e-2,
6130,1.316e+1,4.342e-7,,8.898e+0,,2.695e-29,4.170e+0,9.396e-2,
6135,1.301e+1,2.063e-7,,8.824e+0,,3.277e-29,4.091e+0,9.451e-2,
6140,1.282e+1,9.665e-8,,8.694e+0,,3.934e-29,4.031e+0,9.431e-2,
6145,1.259e+1,4.462e-8,,8.510e+0,,4.662e-29,3.983e+0,9.338e-2,
6150,1.231e+1,2.030e-8,,8.276e+0,,5.455e-29,3.942e+0,9.177e-2,
6155,1.199e+1,9.104e-9,,7.997e+0,,6.302e-29,3.903e+0,8.951e-2,
6160,1.163e+1,4.024e-9,,7.679e+0,,7.188e-29,3.861e+0,8.666e-2,
6165,1.123e+1,1.753e-9,4.394e-31,7.329e+0,,8.096e-29,3.813e+0,8.328e-2,
6170,1.079e+1,7.528e-10,1.094e-30,6.958e+0,,9.005e-29,3.757e+0,7.943e-2,
6175,1.034e+1,3.186e-10,2.693e-30,6.574e+0,,9.891e-29,3.690e+0,7.517e-2,
6180,9.871e+0,1.329e-10,6.552e-30,6.188e+0,,1.073e-28,3.612e+0,7.058e-2,
6185,9.398e+0,5.464e-11,1.575e-29,5.810e+0,,1.150e-28,3.522e+0,6.573e-2,
6190,8.931e+0,2.214e-11,3.745e-29,5.448e+0,,1.217e-28,3.422e+0,6.070e-2,
6195,8.481e+0,8.844e-12,8.798e-29,5.112e+0,,1.273e-28,3.313e+0,5.556e-2,
6200,8.055e+0,3.481e-12,2.043e-28,4.809e+0,,1.316e-28,3.196e+0,5.039e-2,
6205,7.663e+0,1.351e-12,4.690e-28,4.544e+0,,1.344e-28,3.074e+0,4.528e-2,
6210,7.311e+0,5.166e-13,1.064e-27,4.321e+0,,1.358e-28,2.950e+0,4.028e-2,
6215,7.004e+0,1.947e-13,2.387e-27,4.143e+0,,1.356e-28,2.825e+0,3.548e-2,
6220,6.745e+0,7.233e-14,5.291e-27,4.010e+0,,1.341e-28,2.703e+0,3.092e-2,
6225,6.536e+0,2.649e-14,1.159e-26,3.922e+0,,1.312e-28,2.587e+0,2.667e-2,
6230,6.377e+0,9.558e-15,2.511e-26,3.876e+0,,1.271e-28,2.478e+0,2.274e-2,
6235,6.268e+0,,5.376e-26,3.869e+0,,1.221e-28,2.380e+0,1.918e-2,
6240,6.207e+0,,1.138e-25,3.897e+0,,1.162e-28,2.294e+0,1.599e-2,
6245,6.190e+0,,2.380e-25,3.957e+0,,1.098e-28,2.220e+0,1.318e-2,
6250,6.214e+0,,4.921e-25,4.044e+0,,1.030e-28,2.160e+0,1.073e-2,
6255,6.277e+0,,1.006e-24,4.156e+0,,9.599e-29,2.112e+0,8.634e-3,
6260,6.373e+0,,2.031e-24,4.289e+0,,8.902e-29,2.077e+0,6.863e-3,
6265,6.500e+0,,4.056e-24,4.442e+0,,8.219e-29,2.052e+0,5.388e-3,
6270,6.655e+0,,8.006e-24,4.615e+0,,7.562e-29,2.035e+0,4.178e-3,
6275,6.836e+0,2.048e-15,1.562e-23,4.809e+0,,6.940e-29,2.024e+0,3.200e-3,
6280,7.042e+0,5.030e-15,3.012e-23,5.024e+0,,6.358e-29,2.016e+0,2.420e-3,
6285,7.274e+0,1.222e-14,5.741e-23,5.264e+0,,5.820e-29,2.008e+0,1.807e-3,
6290,7.532e+0,2.934e-14,1.082e-22,5.533e+0,,5.328e-29,1.998e+0,1.332e-3,
6295,7.818e+0,6.966e-14,2.014e-22,5.835e+0,,4.884e-29,1.983e+0,9.699e-4,
6300,8.137e+0,1.636e-13,3.708e-22,6.174e+0,,4.486e-29,1.962e+0,6.970e-4,
6305,8.491e+0,3.798e-13,6.747e-22,6.557e+0,,4.134e-29,1.934e+0,4.945e-4,
6310,8.886e+0,8.721e-13,1.213e-21,6.986e+0,,3.830e-29,1.900e+0,3.463e-4,
6315,9.325e+0,1.980e-12,2.157e-21,7.466e+0,,3.573e-29,1.859e+0,2.394e-4,
6320,9.812e+0,4.446e-12,3.791e-21,7.998e+0,,3.363e-29,1.813e+0,1.634e-4,
6325,1.035e+1,9.870e-12,6.584e-21,8.584e+0,,3.200e-29,1.765e+0,1.101e-4,
6330,1.094e+1,2.167e-11,1.130e-20,9.220e+0,,3.085e-29,1.717e+0,7.320e-5,
6335,1.157e+1,4.704e-11,1.918e-20,9.903e+0,,3.018e-29,1.672e+0,4.804e-5,
6340,1.226e+1,1.010e-10,3.218e-20,1.063e+1,,2.997e-29,1.632e+0,3.112e-5,
6345,1.298e+1,2.144e-10,5.335e-20,1.138e+1,,3.021e-29,1.600e+0,1.990e-5,
6350,1.372e+1,4.500e-10,8.743e-20,1.214e+1,,3.086e-29,1.579e+0,1.256e-5,
6355,1.447e+1,9.340e-10,1.416e-19,1.291e+1,,3.187e-29,1.569e+0,7.827e-6,
6360,1.522e+1,1.917e-9,2.268e-19,1.365e+1,,3.319e-29,1.572e+0,4.815e-6,
6365,1.594e+1,3.891e-9,3.590e-19,1.435e+1,,3.473e-29,1.587e+0,2.928e-6,
6370,1.661e+1,7.810e-9,5.616e-19,1.500e+1,,3.641e-29,1.613e+0,1.764e-6,
6375,1.721e+1,1.550e-8,8.684e-19,1.556e+1,,3.814e-29,1.649e+0,1.062e-6,
6380,1.771e+1,3.042e-8,1.327e-18,1.602e+1,,3.983e-29,1.692e+0,6.537e-7,
6385,1.810e+1,5.904e-8,2.005e-18,1.636e+1,,4.136e-29,1.739e+0,4.383e-7,
6390,1.835e+1,1.133e-7,2.995e-18,1.657e+1,,4.266e-29,1.786e+0,3.591e-7,
6395,1.846e+1,2.150e-7,4.421e-18,1.664e+1,,4.364e-29,1.828e+0,3.950e-7,
6400,1.842e+1,4.034e-7,6.451e-18,1.656e+1,,4.423e-29,1.864e+0,5.556e-7,
6405,1.823e+1,7.486e-7,9.304e-18,1.635e+1,,4.439e-29,1.889e+0,8.832e-7,
6410,1.790e+1,1.374e-6,1.326e-17,1.600e+1,,4.408e-29,1.899e+0,1.462e-6,
6415,1.742e+1,2.492e-6,1.869e-17,1.553e+1,,4.330e-29,1.894e+0,2.437e-6,
6420,1.683e+1,4.472e-6,2.603e-17,1.496e+1,,4.206e-29,1.872e+0,4.039e-6,
6425,1.613e+1,7.933e-6,3.584e-17,1.430e+1,,4.038e-29,1.831e+0,6.632e-6,
6430,1.537e+1,1.392e-5,4.878e-17,1.359e+1,,3.832e-29,1.773e+0,1.077e-5,
6435,1.455e+1,2.415e-5,6.561e-17,1.285e+1,,3.594e-29,1.697e+0,1.731e-5,
6440,1.371e+1,4.142e-5,8.724e-17,1.211e+1,,3.331e-29,1.607e+0,2.750e-5,
6445,1.288e+1,7.027e-5,1.146e-16,1.137e+1,,3.050e-29,1.505e+0,4.319e-5,
6450,1.207e+1,1.179e-4,1.489e-16,1.068e+1,,2.760e-29,1.393e+0,6.709e-5,
6455,1.131e+1,1.955e-4,1.912e-16,1.003e+1,,2.467e-29,1.274e+0,1.030e-4,
6460,1.061e+1,3.207e-4,2.427e-16,9.454e+0,,2.179e-29,1.151e+0,1.565e-4,
6465,9.974e+0,5.202e-4,3.045e-16,8.944e+0,,1.901e-29,1.028e+0,2.350e-4,
6470,9.417e+0,8.344e-4,3.776e-16,8.508e+0,,1.639e-29,9.077e-1,3.491e-4,
6475,8.936e+0,1.323e-3,4.629e-16,8.142e+0,,1.396e-29,7.916e-1,5.126e-4,
6480,8.527e+0,2.076e-3,5.608e-16,7.842e+0,,1.174e-29,6.820e-1,7.443e-4,
6485,8.183e+0,3.219e-3,6.716e-16,7.598e+0,,9.759e-30,5.806e-1,1.069e-3,
6490,7.893e+0,4.936e-3,7.951e-16,7.399e+0,,8.013e-30,4.883e-1,1.518e-3,
6495,7.648e+0,7.486e-3,9.303e-16,7.233e+0,,6.499e-30,4.057e-1,2.131e-3,
6500,7.436e+0,1.123e-2,1.076e-15,7.088e+0,,5.208e-30,3.331e-1,2.959e-3,
6505,7.245e+0,1.665e-2,1.230e-15,6.954e+0,,4.123e-30,2.701e-1,4.063e-3,
6510,7.066e+0,2.441e-2,1.390e-15,6.819e+0,,3.224e-30,2.164e-1,5.518e-3,
6515,6.891e+0,3.539e-2,1.553e-15,6.677e+0,,2.491e-30,1.713e-1,7.410e-3,
6520,6.715e+0,5.074e-2,1.714e-15,6.521e+0,,1.901e-30,1.340e-1,9.840e-3,
6525,6.537e+0,7.195e-2,1.871e-15,6.348e+0,,1.433e-30,1.036e-1,1.292e-2,
6530,6.355e+0,1.009e-1,2.018e-15,6.158e+0,,1.068e-30,7.907e-2,1.679e-2,
6535,6.173e+0,1.398e-1,2.151e-15,5.952e+0,,7.857e-31,5.967e-2,2.157e-2,
6540,5.996e+0,1.917e-1,2.267e-15,5.733e+0,,5.711e-31,4.453e-2,2.740e-2,
6545,5.832e+0,2.599e-1,2.362e-15,5.505e+0,,4.102e-31,3.290e-2,3.443e-2,
6550,5.688e+0,3.484e-1,2.432e-15,5.273e+0,,2.910e-31,2.412e-2,4.280e-2,
6555,5.574e+0,4.618e-1,2.476e-15,5.042e+0,,2.039e-31,1.763e-2,5.261e-2,
6560,5.501e+0,6.054e-1,2.491e-15,4.819e+0,,1.412e-31,1.297e-2,6.398e-2,
6565,5.479e+0,7.847e-1,2.477e-15,4.608e+0,,9.657e-32,9.803e-3,7.695e-2,
6570,5.519e+0,1.006e+0,2.434e-15,4.413e+0,,6.525e-32,7.853e-3,9.156e-2,
6575,5.629e+0,1.275e+0,2.365e-15,4.239e+0,,4.356e-32,6.953e-3,1.078e-1,
6580,5.819e+0,1.598e+0,2.272e-15,4.088e+0,,2.873e-32,7.023e-3,1.255e-1,
6585,6.095e+0,1.980e+0,2.156e-15,3.962e+0,,1.872e-32,8.068e-3,1.446e-1,
6590,6.464e+0,2.427e+0,2.023e-15,3.863e+0,,1.205e-32,1.018e-2,1.648e-1,
6595,6.930e+0,2.941e+0,1.877e-15,3.790e+0,,7.675e-33,1.355e-2,1.858e-1,
6600,7.494e+0,3.524e+0,1.720e-15,3.744e+0,,4.844e-33,1.845e-2,2.074e-1,
6605,8.154e+0,4.176e+0,1.559e-15,3.724e+0,,3.049e-33,2.527e-2,2.290e-1,
6610,8.907e+0,4.893e+0,1.396e-15,3.729e+0,,1.948e-33,3.452e-2,2.502e-1,
6615,9.746e+0,5.670e+0,1.236e-15,3.758e+0,,1.322e-33,4.680e-2,2.706e-1,
6620,1.066e+1,6.497e+0,1.082e-15,3.809e+0,,1.043e-33,6.288e-2,2.896e-1,
6625,1.163e+1,7.361e+0,9.359e-16,3.879e+0,,1.060e-33,8.363e-2,3.068e-1,
6630,1.265e+1,8.247e+0,8.002e-16,3.967e+0,,1.392e-33,1.100e-1,3.218e-1,
6635,1.368e+1,9.137e+0,6.763e-16,4.068e+0,,2.135e-33,1.432e-1,3.341e-1,
6640,1.472e+1,1.001e+1,5.650e-16,4.180e+0,,3.487e-33,1.844e-1,3.434e-1,
6645,1.573e+1,1.084e+1,4.665e-16,4.297e+0,,5.794e-33,2.349e-1,3.496e-1,
6650,1.668e+1,1.162e+1,3.808e-16,4.417e+0,,9.617e-33,2.960e-1,3.523e-1,
6655,1.756e+1,1.231e+1,3.072e-16,4.533e+0,,1.585e-32,3.688e-1,3.516e-1,
6660,1.833e+1,1.289e+1,2.450e-16,4.642e+0,,2.588e-32,4.546e-1,3.476e-1,
6665,1.898e+1,1.335e+1,1.931e-16,4.737e+0,,4.183e-32,5.542e-1,3.403e-1,
6670,1.949e+1,1.368e+1,1.505e-16,4.813e+0,,6.691e-32,6.683e-1,3.300e-1,
6675,1.983e+1,1.385e+1,1.159e-16,4.868e+0,,1.059e-31,7.971e-1,3.171e-1,
6680,2.001e+1,1.387e+1,8.821e-17,4.895e+0,,1.659e-31,9.405e-1,3.018e-1,
6685,2.002e+1,1.374e+1,6.637e-17,4.892e+0,,2.573e-31,1.098e+0,2.846e-1,
6690,1.985e+1,1.346e+1,4.937e-17,4.858e+0,,3.947e-31,1.267e+0,2.660e-1,
6695,1.952e+1,1.303e+1,3.629e-17,4.789e+0,,5.992e-31,1.447e+0,2.463e-1,
6700,1.903e+1,1.248e+1,2.637e-17,4.686e+0,,9.003e-31,1.635e+0,2.260e-1,
6705,1.840e+1,1.182e+1,1.894e-17,4.551e+0,,1.339e-30,1.827e+0,2.055e-1,
6710,1.766e+1,1.107e+1,1.345e-17,4.384e+0,,1.969e-30,2.020e+0,1.852e-1,
6715,1.681e+1,1.025e+1,9.438e-18,4.190e+0,,2.868e-30,2.210e+0,1.654e-1,
6720,1.589e+1,9.384e+0,6.547e-18,3.970e+0,,4.132e-30,2.392e+0,1.465e-1,
6725,1.492e+1,8.497e+0,4.489e-18,3.730e+0,,5.891e-30,2.563e+0,1.285e-1,
6730,1.391e+1,7.608e+0,3.043e-18,3.475e+0,,8.313e-30,2.718e+0,1.117e-1,
6735,1.289e+1,6.736e+0,2.038e-18,3.210e+0,,1.161e-29,2.853e+0,9.631e-2,
6740,1.188e+1,5.897e+0,1.350e-18,2.938e+0,,1.604e-29,2.965e+0,8.226e-2,
6745,1.089e+1,5.105e+0,8.834e-19,2.666e+0,,2.194e-29,3.053e+0,6.963e-2,
6750,9.942e+0,4.370e+0,5.715e-19,2.399e+0,,2.968e-29,3.115e+0,5.841e-2,
6755,9.038e+0,3.700e+0,3.655e-19,2.139e+0,,3.975e-29,3.150e+0,4.855e-2,
6760,8.189e+0,3.097e+0,2.310e-19,1.891e+0,,5.268e-29,3.161e+0,3.999e-2,
6765,7.404e+0,2.564e+0,1.443e-19,1.657e+0,,6.909e-29,3.150e+0,3.263e-2,
6770,6.685e+0,2.098e+0,8.915e-20,1.441e+0,,8.967e-29,3.119e+0,2.638e-2,
6775,6.037e+0,1.699e+0,5.442e-20,1.244e+0,,1.152e-28,3.074e+0,2.113e-2,
6780,5.462e+0,1.359e+0,3.284e-20,1.067e+0,,1.464e-28,3.019e+0,1.676e-2,
6785,4.959e+0,1.076e+0,1.959e-20,9.107e-1,,1.841e-28,2.959e+0,1.317e-2,
6790,4.530e+0,8.421e-1,1.155e-20,7.757e-1,,2.292e-28,2.902e+0,1.025e-2,
6795,4.174e+0,6.517e-1,6.729e-21,6.619e-1,,2.823e-28,2.852e+0,7.903e-3,
6800,3.891e+0,4.988e-1,3.876e-21,5.691e-1,,3.440e-28,2.817e+0,6.032e-3,
6805,3.680e+0,3.774e-1,2.207e-21,4.966e-1,,4.150e-28,2.801e+0,4.559e-3,
6810,3.540e+0,2.824e-1,1.242e-21,4.440e-1,,4.954e-28,2.810e+0,3.411e-3,
6815,3.471e+0,2.090e-1,6.908e-22,4.107e-1,,5.852e-28,2.849e+0,2.527e-3,
6820,3.473e+0,1.530e-1,3.798e-22,3.960e-1,,6.841e-28,2.922e+0,1.853e-3,
6825,3.545e+0,1.107e-1,2.064e-22,3.995e-1,,7.915e-28,3.033e+0,1.345e-3,
6830,3.687e+0,7.924e-2,1.109e-22,4.205e-1,,9.061e-28,3.187e+0,9.663e-4,
6835,3.901e+0,5.613e-2,5.889e-23,4.587e-1,,1.027e-27,3.386e+0,6.871e-4,
6840,4.187e+0,3.937e-2,3.091e-23,5.133e-1,,1.151e-27,3.634e+0,4.835e-4,
6845,4.547e+0,2.739e-2,1.604e-23,5.839e-1,,1.277e-27,3.935e+0,3.367e-4,
6850,4.983e+0,1.897e-2,8.224e-24,6.698e-1,,1.402e-27,4.294e+0,2.320e-4,
6855,5.498e+0,1.320e-2,4.169e-24,7.699e-1,,1.523e-27,4.715e+0,1.582e-4,
6860,6.094e+0,9.378e-3,2.089e-24,8.832e-1,,1.638e-27,5.202e+0,1.067e-4,
6865,6.775e+0,7.029e-3,1.034e-24,1.008e+0,,1.743e-27,5.760e+0,7.124e-5,
6870,7.543e+0,5.826e-3,5.064e-25,1.144e+0,,1.835e-27,6.394e+0,4.705e-5,
6875,8.400e+0,5.578e-3,2.450e-25,1.287e+0,,1.913e-27,7.108e+0,3.074e-5,
6880,9.347e+0,6.205e-3,1.172e-25,1.436e+0,,1.972e-27,7.905e+0,1.986e-5,
6885,1.038e+1,7.732e-3,5.540e-26,1.588e+0,,2.013e-27,8.788e+0,1.270e-5,
6890,1.151e+1,1.028e-2,2.589e-26,1.741e+0,,2.033e-27,9.755e+0,8.032e-6,
6895,1.271e+1,1.405e-2,1.196e-26,1.891e+0,,2.032e-27,1.081e+1,5.025e-6,
6900,1.399e+1,1.938e-2,5.460e-27,2.037e+0,,2.009e-27,1.193e+1,3.110e-6,
6905,1.533e+1,2.667e-2,2.464e-27,2.175e+0,,1.966e-27,1.313e+1,1.903e-6,
6910,1.672e+1,3.648e-2,1.099e-27,2.303e+0,,1.905e-27,1.438e+1,1.152e-6,
6915,1.815e+1,4.947e-2,4.847e-28,2.420e+0,,1.826e-27,1.568e+1,6.900e-7,
6920,1.959e+1,6.648e-2,2.112e-28,2.524e+0,,1.732e-27,1.700e+1,4.086e-7,
6925,2.103e+1,8.847e-2,9.100e-29,2.614e+0,,1.625e-27,1.833e+1,2.394e-7,
6930,2.245e+1,1.166e-1,3.875e-29,2.692e+0,,1.510e-27,1.964e+1,1.387e-7,
6935,2.382e+1,1.521e-1,1.631e-29,2.756e+0,,1.388e-27,2.091e+1,7.946e-8,
6940,2.514e+1,1.964e-1,6.786e-30,2.810e+0,,1.263e-27,2.213e+1,4.503e-8,
6945,2.637e+1,2.512e-1,2.791e-30,2.854e+0,,1.137e-27,2.327e+1,2.523e-8,
6950,2.753e+1,3.180e-1,1.134e-30,2.890e+0,,1.013e-27,2.432e+1,1.399e-8,
6955,2.858e+1,3.986e-1,4.558e-31,2.922e+0,,8.927e-28,2.526e+1,7.667e-9,
6960,2.953e+1,4.946e-1,,2.951e+0,,7.788e-28,2.609e+1,4.156e-9,
6965,3.039e+1,6.077e-1,,2.980e+0,,6.724e-28,2.680e+1,2.228e-9,
6970,3.115e+1,7.392e-1,,3.010e+0,,5.745e-28,2.740e+1,1.181e-9,
6975,3.182e+1,8.901e-1,,3.044e+0,,4.857e-28,2.789e+1,6.193e-10,
6980,3.243e+1,1.061e+0,,3.081e+0,,4.064e-28,2.828e+1,3.211e-10,
6985,3.297e+1,1.253e+0,,3.121e+0,,3.365e-28,2.859e+1,1.647e-10,
6990,3.346e+1,1.464e+0,,3.164e+0,,2.758e-28,2.884e+1,8.350e-11,
6995,3.393e+1,1.693e+0,,3.208e+0,,2.236e-28,2.903e+1,4.187e-11,
7000,3.437e+1,1.939e+0,,3.252e+0,,1.794e-28,2.918e+1,2.076e-11,
7005,3.480e+1,2.199e+0,,3.291e+0,,1.425e-28,2.931e+1,1.018e-11,
7010,3.522e+1,2.469e+0,,3.324e+0,,1.120e-28,2.943e+1,4.938e-12,
7015,3.563e+1,2.744e+0,,3.347e+0,,8.708e-29,2.954e+1,2.368e-12,
7020,3.601e+1,3.020e+0,,3.357e+0,,6.702e-29,2.963e+1,1.123e-12,
7025,3.636e+1,3.290e+0,,3.351e+0,,5.104e-29,2.971e+1,5.268e-13,
7030,3.665e+1,3.548e+0,,3.328e+0,,3.847e-29,2.977e+1,2.443e-13,
7035,3.686e+1,3.789e+0,,3.284e+0,,2.869e-29,2.979e+1,1.120e-13,
7040,3.698e+1,4.006e+0,,3.220e+0,,2.117e-29,2.975e+1,5.081e-14,
7045,3.697e+1,4.192e+0,,3.135e+0,,1.547e-29,2.964e+1,2.276e-14,
7050,3.681e+1,4.344e+0,,3.030e+0,,1.118e-29,2.944e+1,1.010e-14,
7055,3.649e+1,4.457e+0,,2.906e+0,,7.996e-30,2.912e+1,4.428e-15,
7060,3.597e+1,4.526e+0,,2.766e+0,,5.660e-30,2.868e+1,1.921e-15,
7065,3.526e+1,4.552e+0,,2.612e+0,,3.964e-30,2.810e+1,8.239e-16,
