Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
9850,3.569e+0,7.212e-3,3.315e-18,2.555e-3,,,3.559e+0,,
9855,3.294e+0,8.592e-3,4.319e-18,2.091e-3,,,3.283e+0,,
9860,3.028e+0,1.019e-2,5.600e-18,1.702e-3,,,3.016e+0,,
9865,2.773e+0,1.201e-2,7.224e-18,1.379e-3,,,2.760e+0,,
9870,2.529e+0,1.410e-2,9.275e-18,1.110e-3,,,2.514e+0,,
9875,2.298e+0,1.647e-2,1.185e-17,8.895e-4,,,2.280e+0,,
9880,2.079e+0,1.914e-2,1.507e-17,7.088e-4,,,2.059e+0,,
9885,1.873e+0,2.214e-2,1.906e-17,5.618e-4,,,1.850e+0,,
9890,1.681e+0,2.548e-2,2.400e-17,4.429e-4,,,1.655e+0,,
9895,1.503e+0,2.918e-2,3.007e-17,3.473e-4,,,1.474e+0,,
9900,1.339e+0,3.325e-2,3.750e-17,2.709e-4,,,1.306e+0,,
9905,1.189e+0,3.770e-2,4.653e-17,2.102e-4,,,1.151e+0,,
9910,1.053e+0,4.254e-2,5.745e-17,1.622e-4,,,1.010e+0,,
9915,9.299e-1,4.777e-2,7.059e-17,1.245e-4,,,8.820e-1,,
9920,8.198e-1,5.337e-2,8.631e-17,9.504e-5,,,7.663e-1,,
9925,7.219e-1,5.934e-2,1.050e-16,7.217e-5,,,6.625e-1,,
9930,6.355e-1,6.566e-2,1.272e-16,5.452e-5,,,5.698e-1,,
9935,5.600e-1,7.229e-2,1.532e-16,4.096e-5,,,4.876e-1,,
9940,4.944e-1,7.921e-2,1.838e-16,3.061e-5,,,4.152e-1,,
9945,4.381e-1,8.637e-2,2.193e-16,2.275e-5,,,3.517e-1,,
9950,3.902e-1,9.372e-2,2.604e-16,1.682e-5,,,2.964e-1,,
9955,3.498e-1,1.012e-1,3.077e-16,1.237e-5,,,2.486e-1,,
9960,3.161e-1,1.087e-1,3.618e-16,9.049e-6,,,2.074e-1,,
9965,2.884e-1,1.163e-1,4.234e-16,6.584e-6,,,1.721e-1,,
9970,2.659e-1,1.238e-1,4.931e-16,4.765e-6,,,1.421e-1,,
9975,2.478e-1,1.311e-1,5.715e-16,3.430e-6,,,1.167e-1,,
9980,2.336e-1,1.382e-1,6.590e-16,2.456e-6,,,9.537e-2,,
9985,2.226e-1,1.450e-1,7.563e-16,1.749e-6,,,7.753e-2,,
9990,2.142e-1,1.515e-1,8.637e-16,1.239e-6,,,6.270e-2,,
9995,2.079e-1,1.574e-1,9.816e-16,8.729e-7,,,5.045e-2,,
10000,2.033e-1,1.629e-1,1.110e-15,6.118e-7,,,4.038e-2,,
10005,1.999e-1,1.678e-1,1.249e-15,4.265e-7,,,3.215e-2,,
10010,1.974e-1,1.720e-1,1.399e-15,2.957e-7,,,2.547e-2,,
10015,1.956e-1,1.755e-1,1.559e-15,2.039e-7,,,2.007e-2,,
10020,1.940e-1,1.783e-1,1.730e-15,1.399e-7,,,1.573e-2,,
10025,1.926e-1,1.804e-1,1.909e-15,9.545e-8,,,1.227e-2,,
10030,1.911e-1,1.816e-1,2.097e-15,6.478e-8,,,9.516e-3,,
10035,1.895e-1,1.821e-1,2.292e-15,4.373e-8,,,7.344e-3,,
10040,1.875e-1,1.819e-1,2.492e-15,2.936e-8,,,5.638e-3,,
10045,1.851e-1,1.808e-1,2.698e-15,1.961e-8,,,4.306e-3,,
10050,1.823e-1,1.791e-1,2.906e-15,1.303e-8,,,3.272e-3,,
10055,1.791e-1,1.766e-1,3.114e-15,8.615e-9,,,2.473e-3,,
10060,1.754e-1,1.736e-1,3.322e-15,5.668e-9,,,1.860e-3,,
10065,1.713e-1,1.699e-1,3.526e-15,3.714e-9,,,1.392e-3,,
10070,1.668e-1,1.657e-1,3.724e-15,2.429e-9,,,1.036e-3,,
10075,1.619e-1,1.611e-1,3.915e-15,1.594e-9,,,7.680e-4,,
10080,1.567e-1,1.561e-1,4.095e-15,1.060e-9,,,5.670e-4,,
10085,1.512e-1,1.508e-1,4.263e-15,7.309e-10,,,4.175e-4,,
10090,1.455e-1,1.452e-1,4.415e-15,5.463e-10,,,3.073e-4,,
10095,1.397e-1,1.395e-1,4.552e-15,4.694e-10,,,2.271e-4,,
10100,1.338e-1,1.337e-1,4.669e-15,4.832e-10,,,1.699e-4,,
10105,1.280e-1,1.278e-1,4.766e-15,5.861e-10,,,1.304e-4,,
10110,1.221e-1,1.220e-1,4.842e-15,7.915e-10,,,1.051e-4,,
10115,1.164e-1,1.164e-1,4.895e-15,1.129e-9,,,9.131e-5,,
10120,1.109e-1,1.108e-1,4.924e-15,1.648e-9,,,8.763e-5,,
10125,1.056e-1,1.055e-1,4.929e-15,2.424e-9,,,9.349e-5,,
10130,1.006e-1,1.005e-1,4.910e-15,3.566e-9,,,1.092e-4,,
10135,9.591e-2,9.578e-2,4.868e-15,5.235e-9,,,1.358e-4,,
10140,9.158e-2,9.140e-2,4.803e-15,7.657e-9,,,1.754e-4,,
10145,8.764e-2,8.741e-2,4.715e-15,1.115e-8,,,2.311e-4,,
10150,8.414e-2,8.383e-2,4.606e-15,1.618e-8,,,3.071e-4,,
10155,8.110e-2,8.069e-2,4.478e-15,2.336e-8,,,4.090e-4,,
10160,7.854e-2,7.800e-2,4.333e-15,3.357e-8,,,5.441e-4,,
10165,7.651e-2,7.579e-2,4.171e-15,4.805e-8,,,7.220e-4,,
10170,7.502e-2,7.406e-2,3.996e-15,6.845e-8,,,9.547e-4,,
10175,7.409e-2,7.283e-2,3.810e-15,9.709e-8,,,1.257e-3,,
10180,7.375e-2,7.210e-2,3.615e-15,1.371e-7,,,1.649e-3,,
10185,7.402e-2,7.186e-2,3.413e-15,1.927e-7,,,2.152e-3,,
10190,7.492e-2,7.212e-2,3.207e-15,2.697e-7,,,2.797e-3,,
10195,7.649e-2,7.287e-2,2.998e-15,3.757e-7,,,3.620e-3,,
10200,7.875e-2,7.409e-2,2.790e-15,5.210e-7,,,4.663e-3,,
10205,8.174e-2,7.576e-2,2.583e-15,7.194e-7,,,5.980e-3,,
10210,8.550e-2,7.786e-2,2.380e-15,9.888e-7,,,7.635e-3,,
10215,9.007e-2,8.037e-2,2.182e-15,1.353e-6,,,9.705e-3,,
10220,9.552e-2,8.324e-2,1.991e-15,1.843e-6,,,1.228e-2,,
10225,1.019e-1,8.643e-2,1.808e-15,2.500e-6,,,1.547e-2,,
10230,1.093e-1,8.992e-2,1.634e-15,3.375e-6,,,1.940e-2,,
10235,1.179e-1,9.363e-2,1.469e-15,4.536e-6,,,2.422e-2,,
10240,1.276e-1,9.752e-2,1.315e-15,6.070e-6,,,3.010e-2,,
10245,1.388e-1,1.015e-1,1.171e-15,8.086e-6,,,3.724e-2,,
10250,1.515e-1,1.056e-1,1.037e-15,1.072e-5,,,4.588e-2,,
10255,1.659e-1,1.097e-1,9.148e-16,1.416e-5,,,5.626e-2,,
10260,1.824e-1,1.137e-1,8.028e-16,1.860e-5,,,6.868e-2,,
10265,2.010e-1,1.175e-1,7.010e-16,2.434e-5,,,8.348e-2,,
10270,2.222e-1,1.212e-1,6.092e-16,3.171e-5,,,1.010e-1,,
10275,2.463e-1,1.246e-1,5.268e-16,4.112e-5,,,1.217e-1,,
10280,2.736e-1,1.276e-1,4.534e-16,5.308e-5,,,1.459e-1,,
10285,3.046e-1,1.303e-1,3.883e-16,6.821e-5,,,1.742e-1,,
10290,3.397e-1,1.325e-1,3.309e-16,8.728e-5,,,2.071e-1,,
10295,3.794e-1,1.343e-1,2.806e-16,1.112e-4,,,2.450e-1,,
10300,4.243e-1,1.355e-1,2.368e-16,1.410e-4,,,2.886e-1,,
10305,4.749e-1,1.362e-1,1.989e-16,1.779e-4,,,3.385e-1,,
10310,5.318e-1,1.363e-1,1.662e-16,2.236e-4,,,3.953e-1,,
10315,5.956e-1,1.358e-1,1.383e-16,2.797e-4,,,4.595e-1,,
10320,6.669e-1,1.348e-1,1.144e-16,3.484e-4,,,5.318e-1,,
10325,7.463e-1,1.331e-1,9.424e-17,4.320e-4,,,6.127e-1,,
10330,8.343e-1,1.309e-1,7.724e-17,5.332e-4,,,7.029e-1,,
10335,9.316e-1,1.282e-1,6.300e-17,6.553e-4,,,8.027e-1,,
10340,1.038e+0,1.250e-1,5.113e-17,8.016e-4,,,9.127e-1,,
10345,1.155e+0,1.212e-1,4.130e-17,9.763e-4,,,1.033e+0,,
10350,1.283e+0,1.171e-1,3.319e-17,1.184e-3,,,1.164e+0,,
10355,1.420e+0,1.126e-1,2.655e-17,1.429e-3,,,1.306e+0,,
10360,1.569e+0,1.077e-1,2.113e-17,1.717e-3,,,1.459e+0,,
10365,1.728e+0,1.026e-1,1.674e-17,2.054e-3,,,1.623e+0,,
10370,1.897e+0,9.728e-2,1.319e-17,2.446e-3,,,1.797e+0,,
10375,2.076e+0,9.181e-2,1.035e-17,2.899e-3,,,1.981e+0,,
10380,2.265e+0,8.624e-2,8.079e-18,3.422e-3,,,2.175e+0,,
10385,2.462e+0,8.063e-2,6.275e-18,4.021e-3,,,2.377e+0,,
10390,2.666e+0,7.504e-2,4.851e-18,4.703e-3,,,2.586e+0,,
10395,2.877e+0,6.951e-2,3.731e-18,5.477e-3,,,2.802e+0,,
10400,3.093e+0,6.408e-2,2.856e-18,6.349e-3,,,3.022e+0,,
10405,3.312e+0,5.881e-2,2.176e-18,7.328e-3,,,3.246e+0,,
10410,3.534e+0,5.371e-2,1.649e-18,8.419e-3,,,3.471e+0,,
10415,3.755e+0,4.883e-2,1.244e-18,9.630e-3,,,3.697e+0,,
10420,3.975e+0,4.419e-2,9.341e-19,1.097e-2,,,3.919e+0,,
10425,4.190e+0,3.980e-2,6.978e-19,1.243e-2,,,4.138e+0,,
10430,4.401e+0,3.568e-2,5.187e-19,1.403e-2,,,4.351e+0,,
10435,4.603e+0,3.184e-2,3.838e-19,1.576e-2,,,4.555e+0,,
10440,4.795e+0,2.828e-2,2.825e-19,1.763e-2,,,4.750e+0,,
10445,4.977e+0,2.501e-2,2.070e-19,1.963e-2,,,4.932e+0,,
10450,5.144e+0,2.202e-2,1.509e-19,2.176e-2,,,5.101e+0,,
10455,5.297e+0,1.930e-2,1.095e-19,2.401e-2,,,5.254e+0,,
10460,5.434e+0,1.686e-2,7.903e-20,2.638e-2,,,5.391e+0,,
10465,5.554e+0,1.467e-2,5.678e-20,2.885e-2,,,5.510e+0,,
10470,5.655e+0,1.273e-2,4.060e-20,3.141e-2,,,5.611e+0,,
10475,5.738e+0,1.102e-2,2.888e-20,3.405e-2,,,5.693e+0,,
10480,5.803e+0,9.545e-3,2.045e-20,3.674e-2,,,5.757e+0,,
10485,5.849e+0,8.284e-3,1.441e-20,3.947e-2,,,5.801e+0,,
10490,5.876e+0,7.231e-3,1.010e-20,4.221e-2,,,5.827e+0,,
10495,5.887e+0,6.382e-3,7.048e-21,4.494e-2,,,5.836e+0,,
10500,5.881e+0,5.734e-3,4.894e-21,4.763e-2,,,5.828e+0,,
10505,5.861e+0,5.290e-3,3.381e-21,5.027e-2,,,5.806e+0,,
10510,5.828e+0,5.057e-3,2.325e-21,5.280e-2,,,5.771e+0,,
10515,5.785e+0,5.049e-3,1.591e-21,5.522e-2,,,5.724e+0,,
10520,5.732e+0,5.287e-3,1.083e-21,5.750e-2,,,5.669e+0,,
10525,5.673e+0,5.803e-3,7.340e-22,5.960e-2,,,5.608e+0,,
10530,5.611e+0,6.637e-3,4.949e-22,6.150e-2,,,5.543e+0,,
10535,5.547e+0,7.844e-3,3.321e-22,6.319e-2,,,5.476e+0,,
10540,5.483e+0,9.492e-3,2.218e-22,6.463e-2,,,5.409e+0,,
10545,5.424e+0,1.167e-2,1.474e-22,6.581e-2,,,5.346e+0,,
10550,5.370e+0,1.448e-2,9.745e-23,6.672e-2,,,5.289e+0,,
10555,5.324e+0,1.805e-2,6.413e-23,6.735e-2,,,5.238e+0,,
10560,5.287e+0,2.253e-2,4.199e-23,6.768e-2,,,5.197e+0,,
10565,5.262e+0,2.812e-2,2.736e-23,6.772e-2,,,5.166e+0,,
10570,5.249e+0,3.504e-2,1.775e-23,6.747e-2,,,5.147e+0,,
10575,5.251e+0,4.353e-2,1.145e-23,6.693e-2,,,5.140e+0,,
10580,5.267e+0,5.391e-2,7.354e-24,6.612e-2,,,5.146e+0,,
10585,5.297e+0,6.651e-2,4.700e-24,6.504e-2,,,5.166e+0,,
10590,5.343e+0,8.175e-2,2.989e-24,6.372e-2,,,5.197e+0,,
10595,5.403e+0,1.001e-1,1.892e-24,6.217e-2,,,5.241e+0,,
10600,5.477e+0,1.220e-1,1.191e-24,6.043e-2,,,5.295e+0,,
10605,5.565e+0,1.481e-1,7.466e-25,5.851e-2,,,5.358e+0,,
10610,5.664e+0,1.791e-1,4.656e-25,5.645e-2,,,5.429e+0,,
10615,5.775e+0,2.156e-1,2.890e-25,5.428e-2,,,5.505e+0,,
10620,5.895e+0,2.585e-1,1.785e-25,5.202e-2,,,5.584e+0,,
10625,6.023e+0,3.085e-1,1.097e-25,4.972e-2,,,5.665e+0,,
10630,6.158e+0,3.667e-1,6.709e-26,4.740e-2,,,5.744e+0,,
10635,6.298e+0,4.341e-1,4.083e-26,4.509e-2,,,5.818e+0,,
10640,6.441e+0,5.116e-1,2.473e-26,4.283e-2,,,5.886e+0,,
10645,6.587e+0,6.004e-1,1.491e-26,4.064e-2,,,5.946e+0,,
10650,6.733e+0,7.016e-1,8.941e-27,3.855e-2,,,5.993e+0,,
10655,6.880e+0,8.164e-1,5.337e-27,3.659e-2,,,6.027e+0,,
10660,7.027e+0,9.460e-1,3.170e-27,3.478e-2,,,6.046e+0,,
10665,7.173e+0,1.091e+0,1.874e-27,3.314e-2,,,6.048e+0,,
10670,7.317e+0,1.254e+0,1.102e-27,3.169e-2,,,6.032e+0,,
10675,7.461e+0,1.434e+0,6.451e-28,3.043e-2,,,5.996e+0,,
10680,7.604e+0,1.634e+0,3.758e-28,2.939e-2,,,5.941e+0,,
10685,7.747e+0,1.853e+0,2.178e-28,2.857e-2,,,5.865e+0,,
10690,7.891e+0,2.093e+0,1.256e-28,2.797e-2,,,5.769e+0,,
10695,8.036e+0,2.355e+0,7.212e-29,2.759e-2,,,5.654e+0,,
10700,8.184e+0,2.637e+0,4.120e-29,2.745e-2,,,5.519e+0,,
10705,8.335e+0,2.941e+0,2.342e-29,2.752e-2,,,5.367e+0,,
10710,8.491e+0,3.265e+0,1.325e-29,2.780e-2,,,5.198e+0,,
10715,8.653e+0,3.611e+0,7.458e-30,2.829e-2,,,5.014e+0,,
10720,8.821e+0,3.975e+0,4.178e-30,2.897e-2,,,4.816e+0,,
10725,8.996e+0,4.358e+0,2.329e-30,2.982e-2,,,4.608e+0,,
10730,9.179e+0,4.758e+0,1.292e-30,3.084e-2,,,4.390e+0,,
10735,9.369e+0,5.173e+0,,3.200e-2,,,4.164e+0,,
10740,9.566e+0,5.599e+0,,3.328e-2,,,3.934e+0,,
10745,9.771e+0,6.036e+0,,3.467e-2,,,3.700e+0,,
10750,9.980e+0,6.478e+0,,3.614e-2,,,3.466e+0,,
10755,1.019e+1,6.924e+0,,3.766e-2,,,3.232e+0,,
10760,1.041e+1,7.369e+0,,3.922e-2,,,3.002e+0,,
10765,1.063e+1,7.810e+0,,4.079e-2,,,2.775e+0,,
10770,1.084e+1,8.241e+0,,4.234e-2,,,2.555e+0,,
10775,1.105e+1,8.661e+0,,4.386e-2,,,2.342e+0,,
10780,1.125e+1,9.062e+0,,4.532e-2,,,2.138e+0,,
10785,1.143e+1,9.443e+0,,4.670e-2,,,1.943e+0,,
10790,1.160e+1,9.798e+0,,4.798e-2,,,1.758e+0,,
10795,1.176e+1,1.012e+1,,4.914e-2,,,1.584e+0,,
10800,1.189e+1,1.042e+1,,5.016e-2,,,1.421e+0,,
10805,1.199e+1,1.067e+1,,5.102e-2,,,1.269e+0,,
10810,1.207e+1,1.089e+1,,5.172e-2,,,1.129e+0,,
10815,1.211e+1,1.106e+1,,5.225e-2,,,1.000e+0,,
10820,1.213e+1,1.119e+1,,5.259e-2,,,8.822e-1,,
10825,1.210e+1,1.127e+1,,5.273e-2,,,7.753e-1,,
10830,1.204e+1,1.131e+1,,5.268e-2,,,6.787e-1,,
10835,1.194e+1,1.130e+1,,5.244e-2,,,5.922e-1,,
10840,1.181e+1,1.124e+1,,5.201e-2,,,5.150e-1,,
10845,1.163e+1,1.114e+1,,5.139e-2,,,4.466e-1,,
10850,1.142e+1,1.099e+1,,5.059e-2,,,3.866e-1,,
10855,1.118e+1,1.079e+1,,4.962e-2,,,3.343e-1,,
10860,1.090e+1,1.056e+1,,4.849e-2,,,2.890e-1,,
10865,1.059e+1,1.029e+1,,4.722e-2,,,2.504e-1,,
10870,1.025e+1,9.984e+0,,4.583e-2,,,2.177e-1,,
10875,9.883e+0,9.648e+0,,4.433e-2,,,1.906e-1,,
10880,9.496e+0,9.285e+0,,4.275e-2,,,1.685e-1,,
10885,9.090e+0,8.898e+0,,4.110e-2,,,1.510e-1,,
10890,8.670e+0,8.493e+0,,3.941e-2,,,1.377e-1,,
10895,8.239e+0,8.073e+0,,3.770e-2,,,1.283e-1,,
10900,7.802e+0,7.643e+0,,3.600e-2,,,1.224e-1,,
10905,7.361e+0,7.207e+0,,3.433e-2,,,1.197e-1,,
10910,6.921e+0,6.768e+0,,3.273e-2,,,1.200e-1,,
10915,6.485e+0,6.331e+0,,3.120e-2,,,1.232e-1,,
10920,6.057e+0,5.898e+0,,2.979e-2,,,1.290e-1,,
10925,5.639e+0,5.473e+0,,2.852e-2,,,1.372e-1,,
10930,5.234e+0,5.059e+0,,2.742e-2,,,1.478e-1,,
10935,4.845e+0,4.658e+0,,2.650e-2,,,1.606e-1,,
10940,4.473e+0,4.272e+0,,2.582e-2,,,1.755e-1,,
10945,4.121e+0,3.903e+0,,2.538e-2,,,1.924e-1,,
10950,3.790e+0,3.553e+0,,2.522e-2,,,2.112e-1,,
10955,3.479e+0,3.222e+0,,2.536e-2,,,2.318e-1,,
10960,3.192e+0,2.912e+0,,2.585e-2,,,2.541e-1,,
10965,2.926e+0,2.621e+0,,2.670e-2,,,2.780e-1,,
10970,2.683e+0,2.352e+0,,2.794e-2,,,3.033e-1,,
10975,2.463e+0,2.103e+0,,2.960e-2,,,3.299e-1,,
10980,2.264e+0,1.874e+0,,3.172e-2,,,3.577e-1,,
10985,2.086e+0,1.665e+0,,3.431e-2,,,3.864e-1,,
10990,1.928e+0,1.474e+0,,3.741e-2,,,4.160e-1,,
10995,1.789e+0,1.302e+0,,4.104e-2,,,4.460e-1,,
11000,1.668e+0,1.146e+0,,4.523e-2,,,4.764e-1,,
11005,1.564e+0,1.007e+0,,4.999e-2,,,5.068e-1,,
11010,1.475e+0,8.821e-1,,5.534e-2,,,5.371e-1,,
11015,1.399e+0,7.712e-1,,6.131e-2,,,5.668e-1,,
11020,1.337e+0,6.730e-1,,6.790e-2,,,5.958e-1,,
11025,1.285e+0,5.863e-1,,7.512e-2,,,6.238e-1,,
11030,1.243e+0,5.101e-1,,8.296e-2,,,6.504e-1,,
11035,1.210e+0,4.434e-1,,9.143e-2,,,6.755e-1,,
11040,1.184e+0,3.851e-1,,1.005e-1,,,6.986e-1,,
11045,1.164e+0,3.344e-1,,1.102e-1,,,7.197e-1,,
11050,1.149e+0,2.904e-1,,1.204e-1,,,7.383e-1,,
11055,1.138e+0,2.524e-1,,1.312e-1,,,7.543e-1,,
11060,1.130e+0,2.195e-1,,1.424e-1,,,7.676e-1,,
11065,1.123e+0,1.912e-1,,1.541e-1,,,7.779e-1,,
11070,1.118e+0,1.667e-1,,1.661e-1,,,7.852e-1,,
11075,1.113e+0,1.457e-1,,1.784e-1,,,7.893e-1,,
11080,1.109e+0,1.276e-1,,1.910e-1,,,7.902e-1,,
11085,1.104e+0,1.121e-1,,2.036e-1,,,7.879e-1,,
11090,1.097e+0,9.867e-2,,2.163e-1,,,7.824e-1,,
11095,1.090e+0,8.709e-2,,2.289e-1,,,7.738e-1,,
11100,1.081e+0,7.706e-2,,2.414e-1,,,7.622e-1,,
11105,1.070e+0,6.836e-2,,2.535e-1,,,7.477e-1,,
11110,1.057e+0,6.078e-2,,2.653e-1,,,7.305e-1,,
11115,1.042e+0,5.416e-2,,2.766e-1,,,7.108e-1,,
11120,1.024e+0,4.834e-2,,2.872e-1,,,6.889e-1,,
11125,1.005e+0,4.320e-2,,2.972e-1,,,6.649e-1,,
11130,9.842e-1,3.865e-2,,3.063e-1,,,6.392e-1,,
11135,9.611e-1,3.461e-2,,3.145e-1,,,6.121e-1,,
11140,9.364e-1,3.099e-2,,3.217e-1,,,5.837e-1,,
11145,9.100e-1,2.775e-2,,3.278e-1,,,5.544e-1,,
11150,8.821e-1,2.483e-2,,3.328e-1,,,5.245e-1,,
11155,8.531e-1,2.220e-2,,3.365e-1,,,4.943e-1,,
11160,8.230e-1,1.982e-2,,3.391e-1,,,4.641e-1,,
11165,7.921e-1,1.767e-2,,3.404e-1,,,4.340e-1,,
11170,7.606e-1,1.573e-2,,3.404e-1,,,4.044e-1,,
11175,7.286e-1,1.397e-2,,3.392e-1,,,3.755e-1,,
11180,6.965e-1,1.238e-2,,3.367e-1,,,3.475e-1,,
11185,6.644e-1,1.094e-2,,3.330e-1,,,3.205e-1,,
11190,6.326e-1,9.638e-3,,3.282e-1,,,2.947e-1,,
11195,6.011e-1,8.469e-3,,3.223e-1,,,2.704e-1,,
11200,5.703e-1,7.419e-3,,3.154e-1,,,2.475e-1,,
11205,5.403e-1,6.479e-3,,3.076e-1,,,2.262e-1,,
11210,5.112e-1,5.639e-3,,2.990e-1,,,2.066e-1,,
11215,4.833e-1,4.891e-3,,2.896e-1,,,1.888e-1,,
11220,4.567e-1,4.228e-3,,2.797e-1,,,1.728e-1,,
11225,4.315e-1,3.642e-3,,2.692e-1,,,1.586e-1,,
11230,4.079e-1,3.125e-3,,2.585e-1,,,1.463e-1,,
11235,3.860e-1,2.672e-3,,2.474e-1,,,1.359e-1,,
11240,3.659e-1,2.276e-3,,2.363e-1,,,1.273e-1,,
11245,3.478e-1,1.931e-3,,2.251e-1,,,1.207e-1,,
11250,3.317e-1,1.633e-3,,2.141e-1,,,1.159e-1,,
11255,3.177e-1,1.375e-3,,2.032e-1,,,1.131e-1,,
11260,3.059e-1,1.153e-3,,1.927e-1,,,1.121e-1,,
11265,2.965e-1,9.637e-4,,1.825e-1,,,1.129e-1,,
11270,2.893e-1,8.021e-4,,1.729e-1,,,1.157e-1,,
11275,2.846e-1,6.649e-4,,1.638e-1,,,1.202e-1,,
11280,2.823e-1,5.490e-4,,1.552e-1,,,1.266e-1,,
11285,2.825e-1,4.515e-4,,1.474e-1,,,1.347e-1,,
11290,2.852e-1,3.698e-4,,1.402e-1,,,1.446e-1,,
11295,2.904e-1,3.017e-4,,1.338e-1,,,1.563e-1,,
11300,2.980e-1,2.452e-4,,1.281e-1,,,1.697e-1,,
11305,3.081e-1,1.984e-4,,1.232e-1,,,1.847e-1,,
11310,3.206e-1,1.599e-4,,1.190e-1,,,2.014e-1,,
11315,3.354e-1,1.284e-4,,1.156e-1,,,2.197e-1,,
11320,3.524e-1,1.027e-4,,1.129e-1,,,2.394e-1,,
11325,3.717e-1,8.174e-5,,1.110e-1,,,2.606e-1,,
11330,3.930e-1,6.483e-5,,1.097e-1,,,2.831e-1,,
11335,4.162e-1,5.120e-5,,1.092e-1,,,3.069e-1,,
11340,4.411e-1,4.028e-5,,1.093e-1,,,3.318e-1,,
11345,4.677e-1,3.155e-5,,1.100e-1,,,3.577e-1,,
11350,4.958e-1,2.462e-5,,1.113e-1,,,3.845e-1,,
11355,5.251e-1,1.913e-5,,1.131e-1,,,4.120e-1,,
11360,5.555e-1,1.481e-5,,1.154e-1,,,4.400e-1,,
11365,5.867e-1,1.141e-5,,1.182e-1,,,4.685e-1,,
11370,6.186e-1,8.760e-6,,1.215e-1,,,4.971e-1,,
11375,6.509e-1,6.697e-6,,1.251e-1,,,5.258e-1,,
11380,6.835e-1,5.099e-6,,1.292e-1,,,5.543e-1,,
11385,7.161e-1,3.866e-6,,1.336e-1,,,5.825e-1,,
11390,7.486e-1,2.920e-6,,1.383e-1,,,6.103e-1,,
11395,7.807e-1,2.196e-6,,1.432e-1,,,6.375e-1,,
11400,8.123e-1,1.645e-6,,1.485e-1,,,6.639e-1,,
11405,8.433e-1,1.227e-6,,1.540e-1,,,6.894e-1,,
11410,8.736e-1,9.115e-7,,1.596e-1,,,7.140e-1,,
11415,9.030e-1,6.744e-7,,1.655e-1,,,7.375e-1,,
11420,9.315e-1,4.970e-7,,1.714e-1,,,7.600e-1,,
11425,9.591e-1,3.649e-7,,1.775e-1,,,7.815e-1,,
11430,9.857e-1,2.668e-7,,1.837e-1,,,8.020e-1,,
11435,1.012e+0,1.945e-7,,1.900e-1,,,8.216e-1,,
11440,1.037e+0,1.414e-7,,1.962e-1,,,8.404e-1,,
11445,1.061e+0,1.026e-7,,2.024e-1,,,8.587e-1,,
11450,1.085e+0,7.455e-8,,2.086e-1,,,8.765e-1,,
11455,1.109e+0,5.452e-8,,2.146e-1,,,8.943e-1,,
11460,1.133e+0,4.051e-8,,2.206e-1,,,9.122e-1,,
11465,1.157e+0,3.109e-8,,2.263e-1,,,9.306e-1,,
11470,1.182e+0,2.529e-8,,2.318e-1,,,9.499e-1,,
11475,1.207e+0,2.248e-8,,2.370e-1,,,9.704e-1,,
11480,1.235e+0,2.236e-8,,2.419e-1,,,9.926e-1,,
11485,1.263e+0,2.487e-8,,2.464e-1,,,1.017e+0,,
11490,1.294e+0,3.026e-8,,2.505e-1,,,1.044e+0,,
11495,1.328e+0,3.906e-8,,2.541e-1,,,1.074e+0,,
11500,1.365e+0,5.211e-8,,2.573e-1,,,1.107e+0,,
11505,1.404e+0,7.067e-8,,2.599e-1,,,1.144e+0,,
11510,1.448e+0,9.651e-8,,2.620e-1,,,1.186e+0,,
11515,1.496e+0,1.320e-7,,2.635e-1,,,1.232e+0,,
11520,1.548e+0,1.805e-7,,2.643e-1,,,1.283e+0,,
11525,1.604e+0,2.462e-7,,2.646e-1,,,1.340e+0,,
11530,1.666e+0,3.349e-7,,2.642e-1,,,1.401e+0,,
11535,1.732e+0,4.541e-7,,2.632e-1,,,1.469e+0,,
11540,1.803e+0,6.137e-7,,2.616e-1,,,1.542e+0,,
11545,1.879e+0,8.265e-7,,2.593e-1,,,1.620e+0,,
11550,1.961e+0,1.109e-6,,2.565e-1,,,1.704e+0,,
11555,2.047e+0,1.484e-6,,2.531e-1,,,1.794e+0,,
11560,2.137e+0,1.978e-6,,2.492e-1,,,1.888e+0,,
11565,2.232e+0,2.627e-6,,2.447e-1,,,1.987e+0,,
11570,2.330e+0,3.477e-6,,2.399e-1,,,2.090e+0,,
11575,2.432e+0,4.586e-6,,2.346e-1,,,2.197e+0,,
11580,2.536e+0,6.028e-6,,2.290e-1,,,2.307e+0,,
11585,2.642e+0,7.895e-6,,2.231e-1,,,2.419e+0,,
11590,2.749e+0,1.031e-5,,2.170e-1,,,2.532e+0,,
11595,2.857e+0,1.340e-5,,2.107e-1,,,2.646e+0,,
11600,2.964e+0,1.737e-5,,2.043e-1,,,2.759e+0,,
11605,3.069e+0,2.244e-5,,1.978e-1,,,2.871e+0,,
11610,3.172e+0,2.889e-5,,1.913e-1,,,2.981e+0,,
11615,3.272e+0,3.705e-5,,1.849e-1,,,3.087e+0,,
11620,3.367e+0,4.736e-5,,1.785e-1,,,3.188e+0,,
11625,3.456e+0,6.033e-5,,1.723e-1,,,3.284e+0,,
